0,1,2,3
03/20/19 17:48:58.589,-43.8,1008.9,50.0
03/20/19 17:48:58.692,-43.7,1007.2,51.5
03/20/19 17:48:58.795,-44.7,1008.9,50.6
03/20/19 17:48:58.898,-42.0,1005.0,50.4
03/20/19 17:48:58.001,-41.8,1007.9,48.1
03/20/19 17:48:59.104,-43.0,1008.2,50.2
03/20/19 17:48:59.207,-42.1,1006.3,49.5
03/20/19 17:48:59.310,-42.6,1007.4,50.5
03/20/19 17:48:59.413,-42.9,1007.2,48.9
03/20/19 17:48:59.516,-42.7,1005.5,49.7
03/20/19 17:48:59.619,-45.5,1008.9,50.8
03/20/19 17:48:59.722,-45.1,1006.3,50.1
03/20/19 17:48:59.825,-43.0,1007.5,48.4
03/20/19 17:48:59.928,-43.6,1008.6,50.5
03/20/19 17:49:00.031,-42.9,1008.2,49.2
03/20/19 17:49:00.134,-43.6,1008.7,50.3
03/20/19 17:49:00.238,-43.0,1010.2,49.9
03/20/19 17:49:00.341,-42.3,1007.9,49.2
03/20/19 17:49:00.443,-44.5,1008.3,49.9
03/20/19 17:49:00.546,-42.6,1008.3,50.7
03/20/19 17:49:00.650,-42.3,1006.3,50.2
03/20/19 17:49:00.753,-43.5,1007.7,49.6
03/20/19 17:49:00.855,-42.4,1007.4,49.1
