,Date-Time,Yaw[0](deg),Pitch[0](deg),Roll[0](deg),Yaw[1](deg),Pitch[1](deg),Roll[1](deg)
1391,2019-10-22T18:23:34Z, 109.45,-50.19,74.68,0.00,0.60,0.00
1392,2019-10-22T18:23:35Z, 109.15,-50.14,74.60,0.00,0.60,0.00
1393,2019-10-22T18:23:36Z, 108.84,-50.31,74.68,0.00,0.60,0.00
1394,2019-10-22T18:23:37Z, 108.53,-50.43,74.74,0.00,0.60,0.00
1395,2019-10-22T18:23:38Z, 108.25,-50.38,74.65,0.00,0.60,0.00
1396,2019-10-22T18:23:39Z, 107.87,-50.51,74.71,0.00,0.60,0.00
1397,2019-10-22T18:23:40Z, 107.58,-50.62,74.74,0.00,0.60,0.00
1398,2019-10-22T18:23:41Z, 107.25,-50.69,74.76,0.00,0.60,0.00
1399,2019-10-22T18:23:42Z, 106.96,-50.79,74.79,0.00,0.60,0.00
1400,2019-10-22T18:23:43Z, 106.62,-50.76,74.74,0.00,0.60,0.00
1401,2019-10-22T18:23:45Z, 106.28,-50.77,74.73,0.00,0.60,0.00
1402,2019-10-22T18:23:46Z, 106.02,-50.87,74.75,0.00,0.60,0.00
1403,2019-10-22T18:23:46Z, 105.71,-50.82,74.67,0.00,0.60,0.00
1404,2019-10-22T18:23:47Z, 105.39,-50.92,74.71,0.00,0.60,0.00
1405,2019-10-22T18:23:48Z, 105.09,-50.93,74.66,0.00,0.60,0.00
1406,2019-10-22T18:23:50Z, 104.76,-51.03,74.70,0.00,0.60,0.00
1407,2019-10-22T18:23:51Z, 104.47,-51.08,74.72,0.00,0.60,0.00
1408,2019-10-22T18:23:52Z, 104.20,-51.14,74.70,0.00,0.60,0.00
1409,2019-10-22T18:23:53Z, 103.92,-51.23,74.71,0.00,0.60,0.00
1410,2019-10-22T18:23:54Z, 103.61,-51.31,74.73,0.00,0.60,0.00
1411,2019-10-22T18:23:55Z, 103.32,-51.40,74.77,0.00,0.60,0.00
1412,2019-10-22T18:23:56Z, 103.04,-51.42,74.76,0.00,0.60,0.00
1413,2019-10-22T18:23:57Z, 102.76,-51.48,74.77,0.00,0.60,0.00
1414,2019-10-22T18:23:58Z, 102.54,-51.52,74.75,0.00,0.60,0.00
1415,2019-10-22T18:23:59Z, 101.95,-51.43,74.62,0.00,0.60,0.00
1416,2019-10-22T18:24:00Z, 101.70,-51.48,74.63,0.00,0.60,0.00
1417,2019-10-22T18:24:01Z, 101.45,-51.48,74.60,0.00,0.60,0.00
1418,2019-10-22T18:24:02Z, 101.21,-51.38,74.43,0.00,0.60,0.00
1419,2019-10-22T18:24:03Z, 100.91,-51.49,74.49,0.00,0.60,0.00
1420,2019-10-22T18:24:04Z, 100.64,-51.62,74.55,0.00,0.60,0.00
1421,2019-10-22T18:24:05Z, 100.41,-51.66,74.55,0.00,0.60,0.00
1422,2019-10-22T18:24:06Z, 100.18,-51.62,74.48,0.00,0.60,0.00
1423,2019-10-22T18:24:07Z, 99.90,-51.66,74.50,0.00,0.60,0.00
1424,2019-10-22T18:24:08Z, 99.66,-51.74,74.54,0.00,0.60,0.00
1425,2019-10-22T18:24:09Z, 99.42,-51.73,74.50,0.00,0.60,0.00
1426,2019-10-22T18:24:10Z, 99.16,-51.69,74.41,0.00,0.60,0.00
1427,2019-10-22T18:24:11Z, 98.86,-51.78,74.48,0.00,0.60,0.00
1428,2019-10-22T18:24:12Z, 98.56,-51.85,74.53,0.00,0.60,0.00
1429,2019-10-22T18:24:13Z, 98.29,-51.94,74.55,0.00,0.60,0.00
1430,2019-10-22T18:24:14Z, 98.03,-51.93,74.52,0.00,0.60,0.00
1431,2019-10-22T18:24:16Z, 97.51,-52.05,74.58,0.00,0.60,0.00
1432,2019-10-22T18:24:16Z, 97.77,-51.97,74.53,0.00,0.60,0.00
1433,2019-10-22T18:24:17Z, 97.27,-52.13,74.60,0.00,0.60,0.00
1434,2019-10-22T18:24:19Z, 97.06,-52.16,74.58,0.00,0.60,0.00
1435,2019-10-22T18:24:20Z, 96.80,-52.17,74.57,0.00,0.60,0.00
1436,2019-10-22T18:24:21Z, 96.55,-52.16,74.54,0.00,0.60,0.00
1437,2019-10-22T18:24:22Z, 96.29,-52.22,74.59,0.00,0.60,0.00
1438,2019-10-22T18:24:23Z, 96.06,-52.21,74.54,0.00,0.60,0.00
1439,2019-10-22T18:24:24Z, 95.80,-52.26,74.54,0.00,0.60,0.00
1440,2019-10-22T18:24:25Z, 95.53,-52.37,74.62,0.00,0.60,0.00
1441,2019-10-22T18:24:27Z, 95.28,-52.32,74.57,0.00,0.60,0.00
1442,2019-10-22T18:24:28Z, 95.04,-52.34,74.55,0.00,0.60,0.00
1443,2019-10-22T18:24:29Z, 94.81,-52.42,74.58,0.00,0.60,0.00
1444,2019-10-22T18:24:30Z, 94.59,-52.41,74.53,0.00,0.60,0.00
1445,2019-10-22T18:24:31Z, 94.38,-52.38,74.49,0.00,0.60,0.00
1446,2019-10-22T18:24:32Z, 94.11,-52.46,74.54,0.00,0.60,0.00
1447,2019-10-22T18:24:32Z, 93.90,-52.53,74.56,0.00,0.60,0.00
1448,2019-10-22T18:24:34Z, 93.67,-52.60,74.59,0.00,0.60,0.00
1449,2019-10-22T18:24:35Z, 93.44,-52.64,74.59,0.00,0.60,0.00
1450,2019-10-22T18:24:36Z, 93.24,-52.54,74.47,0.00,0.60,0.00
1451,2019-10-22T18:24:37Z, 93.00,-52.60,74.51,0.00,0.60,0.00
1452,2019-10-22T18:24:38Z, 92.79,-52.61,74.51,0.00,0.60,0.00
1453,2019-10-22T18:24:39Z, 92.59,-52.60,74.48,0.00,0.60,0.00
1454,2019-10-22T18:24:40Z, 92.37,-52.57,74.44,0.00,0.60,0.00
1455,2019-10-22T18:24:41Z, 92.11,-52.61,74.46,0.00,0.60,0.00
1456,2019-10-22T18:24:42Z, 91.88,-52.64,74.45,0.00,0.60,0.00
1457,2019-10-22T18:24:44Z, 91.63,-52.66,74.45,0.00,0.60,0.00
1458,2019-10-22T18:24:45Z, 91.38,-52.76,74.51,0.00,0.60,0.00
1459,2019-10-22T18:24:46Z, 91.16,-52.81,74.53,0.00,0.60,0.00
1460,2019-10-22T18:24:47Z, 90.93,-52.79,74.48,0.00,0.60,0.00
1461,2019-10-22T18:24:48Z, 90.69,-52.73,74.41,0.00,0.60,0.00
1462,2019-10-22T18:24:49Z, 90.49,-52.73,74.37,0.00,0.60,0.00
1463,2019-10-22T18:24:50Z, 90.24,-52.84,74.45,0.00,0.60,0.00
1464,2019-10-22T18:24:51Z, 90.02,-52.90,74.52,0.00,0.60,0.00
1465,2019-10-22T18:24:52Z, 89.80,-53.05,74.63,0.00,0.60,0.00
1466,2019-10-22T18:24:53Z, 89.59,-53.05,74.61,0.00,0.60,0.00
1467,2019-10-22T18:24:55Z, 89.38,-53.13,74.64,0.00,0.60,0.00
1468,2019-10-22T18:24:56Z, 89.21,-53.05,74.53,0.00,0.60,0.00
1469,2019-10-22T18:24:57Z, 88.97,-53.14,74.60,0.00,0.60,0.00
1470,2019-10-22T18:24:58Z, 88.73,-53.15,74.61,0.00,0.60,0.00
1471,2019-10-22T18:24:59Z, 88.53,-53.15,74.57,0.00,0.60,0.00
1472,2019-10-22T18:25:00Z, 88.33,-53.16,74.57,0.00,0.60,0.00
1473,2019-10-22T18:25:01Z, 88.13,-53.27,74.68,0.00,0.60,0.00
1474,2019-10-22T18:25:02Z, 87.74,-53.28,74.65,0.00,0.60,0.00
1475,2019-10-22T18:25:02Z, 87.92,-53.34,74.71,0.00,0.60,0.00
1476,2019-10-22T18:25:04Z, 87.54,-53.30,74.65,0.00,0.60,0.00
1477,2019-10-22T18:25:04Z, 87.33,-53.33,74.68,0.00,0.60,0.00
1478,2019-10-22T18:25:05Z, 87.13,-53.38,74.71,0.00,0.60,0.00
1479,2019-10-22T18:25:07Z, 86.81,-53.33,74.63,0.00,0.60,0.00
1480,2019-10-22T18:25:07Z, 86.62,-53.32,74.59,0.00,0.60,0.00
1481,2019-10-22T18:25:09Z, 86.26,-53.37,74.59,0.00,0.60,0.00
1482,2019-10-22T18:25:09Z, 86.42,-53.33,74.58,0.00,0.60,0.00
1483,2019-10-22T18:25:11Z, 86.09,-53.42,74.60,0.00,0.60,0.00
1484,2019-10-22T18:25:12Z, 85.94,-53.40,74.55,0.00,0.60,0.00
1485,2019-10-22T18:25:13Z, 85.76,-53.39,74.52,0.00,0.60,0.00
1486,2019-10-22T18:25:14Z, 85.54,-53.45,74.57,0.00,0.60,0.00
1487,2019-10-22T18:25:15Z, 85.35,-53.46,74.56,0.00,0.60,0.00
1488,2019-10-22T18:25:16Z, 85.15,-53.45,74.53,0.00,0.60,0.00
1489,2019-10-22T18:25:18Z, 84.94,-53.49,74.55,0.00,0.60,0.00
1490,2019-10-22T18:25:19Z, 84.76,-53.56,74.61,0.00,0.60,0.00
1491,2019-10-22T18:25:19Z, 84.56,-53.65,74.68,0.00,0.60,0.00
1492,2019-10-22T18:25:20Z, 84.38,-53.60,74.62,0.00,0.60,0.00
1493,2019-10-22T18:25:21Z, 84.22,-53.63,74.63,0.00,0.60,0.00
1494,2019-10-22T18:25:22Z, 84.03,-53.67,74.66,0.00,0.60,0.00
1495,2019-10-22T18:25:23Z, 83.86,-53.68,74.65,0.00,0.60,0.00
1496,2019-10-22T18:25:24Z, 83.66,-53.76,74.72,0.00,0.60,0.00
1497,2019-10-22T18:25:25Z, 83.51,-53.82,74.77,0.00,0.60,0.00
1498,2019-10-22T18:25:26Z, 83.36,-53.82,74.76,0.00,0.60,0.00
1499,2019-10-22T18:25:27Z, 83.18,-53.88,74.82,0.00,0.60,0.00
1500,2019-10-22T18:25:28Z, 83.07,-53.85,74.73,0.00,0.60,0.00
1501,2019-10-22T18:25:29Z, 82.88,-53.85,74.74,0.00,0.60,0.00
1502,2019-10-22T18:25:30Z, 82.72,-53.86,74.74,0.00,0.60,0.00
1503,2019-10-22T18:25:31Z, 82.60,-53.74,74.58,0.00,0.60,0.00
1504,2019-10-22T18:25:32Z, 82.41,-53.76,74.59,0.00,0.60,0.00
1505,2019-10-22T18:25:33Z, 82.24,-53.76,74.56,0.00,0.60,0.00
1506,2019-10-22T18:25:34Z, 82.07,-53.76,74.55,0.00,0.60,0.00
1507,2019-10-22T18:25:35Z, 81.90,-53.80,74.58,0.00,0.60,0.00
1508,2019-10-22T18:25:36Z, 81.73,-53.85,74.64,0.00,0.60,0.00
1509,2019-10-22T18:25:38Z, 81.54,-53.87,74.65,0.00,0.60,0.00
1510,2019-10-22T18:25:39Z, 81.35,-53.95,74.75,0.00,0.60,0.00
1511,2019-10-22T18:25:40Z, 81.21,-53.87,74.63,0.00,0.60,0.00
1512,2019-10-22T18:25:41Z, 81.03,-53.90,74.63,0.00,0.60,0.00
1513,2019-10-22T18:25:42Z, 80.84,-53.93,74.67,0.00,0.60,0.00
1514,2019-10-22T18:25:43Z, 80.68,-53.98,74.71,0.00,0.60,0.00
1515,2019-10-22T18:25:45Z, 80.50,-54.00,74.73,0.00,0.60,0.00
1516,2019-10-22T18:25:46Z, 80.33,-54.07,74.80,0.00,0.60,0.00
1517,2019-10-22T18:25:47Z, 80.18,-54.03,74.75,0.00,0.60,0.00
1518,2019-10-22T18:25:48Z, 80.03,-54.04,74.72,0.00,0.60,0.00
1519,2019-10-22T18:25:49Z, 79.88,-54.07,74.74,0.00,0.60,0.00
1520,2019-10-22T18:25:50Z, 79.68,-54.14,74.82,0.00,0.60,0.00
1521,2019-10-22T18:25:51Z, 79.50,-54.19,74.88,0.00,0.60,0.00
1522,2019-10-22T18:25:52Z, 79.34,-54.18,74.86,0.00,0.60,0.00
1523,2019-10-22T18:25:53Z, 79.17,-54.26,74.94,0.00,0.60,0.00
1524,2019-10-22T18:25:54Z, 79.02,-54.22,74.89,0.00,0.60,0.00
1525,2019-10-22T18:25:56Z, 78.83,-54.34,75.00,0.00,0.60,0.00
1526,2019-10-22T18:25:57Z, 78.59,-54.28,74.89,0.00,0.60,0.00
1527,2019-10-22T18:25:57Z, 78.71,-54.30,74.93,0.00,0.60,0.00
1528,2019-10-22T18:25:59Z, 78.45,-54.27,74.87,0.00,0.60,0.00
1529,2019-10-22T18:26:00Z, 78.28,-54.30,74.91,0.00,0.60,0.00
1530,2019-10-22T18:26:01Z, 78.17,-54.29,74.85,0.00,0.60,0.00
1531,2019-10-22T18:26:02Z, 78.02,-54.32,74.86,0.00,0.60,0.00
1532,2019-10-22T18:26:03Z, 77.91,-54.26,74.77,0.00,0.60,0.00
1533,2019-10-22T18:26:04Z, 77.76,-54.27,74.78,0.00,0.60,0.00
1534,2019-10-22T18:26:05Z, 77.57,-54.32,74.84,0.00,0.60,0.00
1535,2019-10-22T18:26:06Z, 77.41,-54.34,74.86,0.00,0.60,0.00
1536,2019-10-22T18:26:07Z, 77.24,-54.38,74.91,0.00,0.60,0.00
1537,2019-10-22T18:26:08Z, 77.09,-54.41,74.92,0.00,0.60,0.00
1538,2019-10-22T18:26:09Z, 76.95,-54.45,74.99,0.00,0.60,0.00
1539,2019-10-22T18:26:10Z, 76.82,-54.44,74.96,0.00,0.60,0.00
1540,2019-10-22T18:26:11Z, 76.68,-54.46,74.96,0.00,0.60,0.00
1541,2019-10-22T18:26:12Z, 76.56,-54.42,74.92,0.00,0.60,0.00
1542,2019-10-22T18:26:13Z, 76.44,-54.44,74.93,0.00,0.60,0.00
1543,2019-10-22T18:26:14Z, 76.16,-54.42,74.91,0.00,0.60,0.00
1544,2019-10-22T18:26:15Z, 75.98,-54.51,75.01,0.00,0.60,0.00
1545,2019-10-22T18:26:16Z, 75.84,-54.54,75.05,0.00,0.60,0.00
1546,2019-10-22T18:26:17Z, 75.76,-54.48,74.94,0.00,0.60,0.00
1547,2019-10-22T18:26:18Z, 75.62,-54.50,74.94,0.00,0.60,0.00
1548,2019-10-22T18:26:19Z, 75.48,-54.51,74.96,0.00,0.60,0.00
1549,2019-10-22T18:26:19Z, 75.32,-54.58,75.02,0.00,0.60,0.00
1550,2019-10-22T18:26:20Z, 75.20,-54.57,75.02,0.00,0.60,0.00
1551,2019-10-22T18:26:21Z, 75.09,-54.54,74.97,0.00,0.60,0.00
1552,2019-10-22T18:26:22Z, 74.94,-54.62,75.06,0.00,0.60,0.00
1553,2019-10-22T18:26:23Z, 74.85,-54.59,75.00,0.00,0.60,0.00
1554,2019-10-22T18:26:24Z, 74.78,-54.50,74.86,0.00,0.60,0.00
1555,2019-10-22T18:26:25Z, 74.61,-54.54,74.90,0.00,0.60,0.00
1556,2019-10-22T18:26:26Z, 74.44,-54.60,74.99,0.00,0.60,0.00
1557,2019-10-22T18:26:27Z, 74.30,-54.65,75.05,0.00,0.60,0.00
1558,2019-10-22T18:26:28Z, 74.18,-54.64,75.02,0.00,0.60,0.00
1559,2019-10-22T18:26:29Z, 74.02,-54.70,75.10,0.00,0.60,0.00
1560,2019-10-22T18:26:31Z, 73.87,-54.76,75.19,0.00,0.60,0.00
1561,2019-10-22T18:26:32Z, 73.77,-54.75,75.17,0.00,0.60,0.00
1562,2019-10-22T18:26:33Z, 73.66,-54.75,75.17,0.00,0.60,0.00
1563,2019-10-22T18:26:34Z, 73.54,-54.78,75.20,0.00,0.60,0.00
1564,2019-10-22T18:26:35Z, 73.44,-54.76,75.16,0.00,0.60,0.00
1565,2019-10-22T18:26:36Z, 73.36,-54.72,75.10,0.00,0.60,0.00
1566,2019-10-22T18:26:37Z, 73.28,-54.68,75.03,0.00,0.60,0.00
1567,2019-10-22T18:26:38Z, 73.15,-54.68,75.02,0.00,0.60,0.00
1568,2019-10-22T18:26:38Z, 73.03,-54.74,75.07,0.00,0.60,0.00
1569,2019-10-22T18:26:39Z, 72.92,-54.73,75.07,0.00,0.60,0.00
1570,2019-10-22T18:26:40Z, 72.81,-54.71,75.03,0.00,0.60,0.00
1571,2019-10-22T18:26:41Z, 72.69,-54.70,75.01,0.00,0.60,0.00
1572,2019-10-22T18:26:42Z, 72.55,-54.73,75.04,0.00,0.60,0.00
1573,2019-10-22T18:26:43Z, 72.39,-54.82,75.14,0.00,0.60,0.00
1574,2019-10-22T18:26:44Z, 72.24,-54.87,75.21,0.00,0.60,0.00
1575,2019-10-22T18:26:46Z, 72.09,-54.93,75.30,0.00,0.60,0.00
1576,2019-10-22T18:26:47Z, 72.00,-54.92,75.28,0.00,0.60,0.00
1577,2019-10-22T18:26:48Z, 71.88,-54.95,75.30,0.00,0.60,0.00
1578,2019-10-22T18:26:49Z, 71.80,-54.89,75.22,0.00,0.60,0.00
1579,2019-10-22T18:26:50Z, 71.68,-54.90,75.22,0.00,0.60,0.00
1580,2019-10-22T18:26:50Z, 71.56,-54.88,75.21,0.00,0.60,0.00
1581,2019-10-22T18:26:51Z, 71.42,-54.91,75.25,0.00,0.60,0.00
1582,2019-10-22T18:26:52Z, 71.36,-54.83,75.13,0.00,0.60,0.00
1583,2019-10-22T18:26:54Z, 71.21,-54.87,75.19,0.00,0.60,0.00
1584,2019-10-22T18:26:55Z, 71.06,-54.92,75.27,0.00,0.60,0.00
1585,2019-10-22T18:26:56Z, 70.95,-54.94,75.28,0.00,0.60,0.00
1586,2019-10-22T18:26:57Z, 70.84,-54.94,75.29,0.00,0.60,0.00
1587,2019-10-22T18:26:58Z, 70.70,-55.01,75.38,0.00,0.60,0.00
1588,2019-10-22T18:26:59Z, 70.62,-54.97,75.29,0.00,0.60,0.00
1589,2019-10-22T18:27:00Z, 70.47,-55.04,75.40,0.00,0.60,0.00
1590,2019-10-22T18:27:01Z, 70.38,-55.02,75.36,0.00,0.60,0.00
1591,2019-10-22T18:27:02Z, 70.30,-54.99,75.31,0.00,0.60,0.00
1592,2019-10-22T18:27:03Z, 70.14,-55.10,75.43,0.00,0.60,0.00
1593,2019-10-22T18:27:04Z, 70.03,-55.12,75.46,0.00,0.60,0.00
1594,2019-10-22T18:27:05Z, 69.89,-55.19,75.54,0.00,0.60,0.00
1595,2019-10-22T18:27:06Z, 69.84,-55.14,75.48,0.00,0.60,0.00
1596,2019-10-22T18:27:07Z, 69.73,-55.19,75.52,0.00,0.60,0.00
1597,2019-10-22T18:27:08Z, 69.66,-55.16,75.51,0.00,0.60,0.00
1598,2019-10-22T18:27:09Z, 69.56,-55.19,75.57,0.00,0.60,0.00
1599,2019-10-22T18:27:11Z, 69.45,-55.22,75.59,0.00,0.60,0.00
1600,2019-10-22T18:27:12Z, 69.39,-55.20,75.57,0.00,0.60,0.00
1601,2019-10-22T18:27:13Z, 69.29,-55.22,75.59,0.00,0.60,0.00
1602,2019-10-22T18:27:14Z, 69.25,-55.14,75.46,0.00,0.60,0.00
1603,2019-10-22T18:27:15Z, 69.22,-55.03,75.30,0.00,0.60,0.00
1604,2019-10-22T18:27:16Z, 69.16,-54.98,75.22,0.00,0.60,0.00
1605,2019-10-22T18:27:17Z, 69.02,-55.02,75.25,0.00,0.60,0.00
1606,2019-10-22T18:27:18Z, 68.82,-55.17,75.49,0.00,0.60,0.00
1607,2019-10-22T18:27:19Z, 68.44,-55.47,75.95,0.00,0.60,0.00
1608,2019-10-22T18:27:19Z, 68.35,-55.53,76.02,0.00,0.60,0.00
1609,2019-10-22T18:27:20Z, 68.36,-55.44,75.88,0.00,0.60,0.00
1610,2019-10-22T18:27:22Z, 68.31,-55.43,75.86,0.00,0.60,0.00
1611,2019-10-22T18:27:23Z, 68.25,-55.41,75.84,0.00,0.60,0.00
1612,2019-10-22T18:27:24Z, 68.21,-55.39,75.79,0.00,0.60,0.00
1613,2019-10-22T18:27:25Z, 68.13,-55.39,75.79,0.00,0.60,0.00
1614,2019-10-22T18:27:26Z, 68.07,-55.37,75.75,0.00,0.60,0.00
1615,2019-10-22T18:27:27Z, 68.03,-55.33,75.67,0.00,0.60,0.00
1616,2019-10-22T18:27:28Z, 67.94,-55.32,75.68,0.00,0.60,0.00
1617,2019-10-22T18:27:29Z, 67.94,-55.21,75.51,0.00,0.60,0.00
1618,2019-10-22T18:27:30Z, 67.84,-55.22,75.51,0.00,0.60,0.00
1619,2019-10-22T18:27:31Z, 67.71,-55.26,75.58,0.00,0.60,0.00
1620,2019-10-22T18:27:32Z, 67.62,-55.28,75.61,0.00,0.60,0.00
1621,2019-10-22T18:27:33Z, 67.51,-55.36,75.70,0.00,0.60,0.00
1622,2019-10-22T18:27:33Z, 67.40,-55.41,75.80,0.00,0.60,0.00
1623,2019-10-22T18:27:34Z, 67.37,-55.38,75.75,0.00,0.60,0.00
1624,2019-10-22T18:27:35Z, 67.29,-55.40,75.75,0.00,0.60,0.00
1625,2019-10-22T18:27:36Z, 67.26,-55.33,75.67,0.00,0.60,0.00
1626,2019-10-22T18:27:37Z, 67.15,-55.37,75.74,0.00,0.60,0.00
1627,2019-10-22T18:27:38Z, 67.08,-55.35,75.70,0.00,0.60,0.00
1628,2019-10-22T18:27:39Z, 67.07,-55.28,75.62,0.00,0.60,0.00
1629,2019-10-22T18:27:40Z, 66.91,-55.38,75.77,0.00,0.60,0.00
1630,2019-10-22T18:27:41Z, 66.83,-55.43,75.81,0.00,0.60,0.00
1631,2019-10-22T18:27:42Z, 66.78,-55.40,75.80,0.00,0.60,0.00
1632,2019-10-22T18:27:43Z, 66.73,-55.37,75.70,0.00,0.60,0.00
1633,2019-10-22T18:27:44Z, 66.63,-55.40,75.76,0.00,0.60,0.00
1634,2019-10-22T18:27:45Z, 66.52,-55.46,75.87,0.00,0.60,0.00
1635,2019-10-22T18:27:47Z, 66.45,-55.50,75.86,0.00,0.60,0.00
1636,2019-10-22T18:27:48Z, 66.40,-55.48,75.85,0.00,0.60,0.00
1637,2019-10-22T18:27:49Z, 66.36,-55.48,75.84,0.00,0.60,0.00
1638,2019-10-22T18:27:50Z, 66.19,-55.54,75.93,0.00,0.60,0.00
1639,2019-10-22T18:27:50Z, 66.26,-55.54,75.91,0.00,0.60,0.00
1640,2019-10-22T18:27:52Z, 66.16,-55.52,75.91,0.00,0.60,0.00
1641,2019-10-22T18:27:52Z, 66.12,-55.51,75.87,0.00,0.60,0.00
1642,2019-10-22T18:27:53Z, 66.04,-55.52,75.91,0.00,0.60,0.00
1643,2019-10-22T18:27:54Z, 65.98,-55.54,75.92,0.00,0.60,0.00
1644,2019-10-22T18:27:55Z, 65.95,-55.51,75.86,0.00,0.60,0.00
1645,2019-10-22T18:27:56Z, 65.87,-55.54,75.91,0.00,0.60,0.00
1646,2019-10-22T18:27:57Z, 65.77,-55.59,75.98,0.00,0.60,0.00
1647,2019-10-22T18:27:58Z, 65.75,-55.55,75.90,0.00,0.60,0.00
1648,2019-10-22T18:27:59Z, 65.69,-55.55,75.90,0.00,0.60,0.00
1649,2019-10-22T18:28:00Z, 65.62,-55.59,75.95,0.00,0.60,0.00
1650,2019-10-22T18:28:01Z, 65.54,-55.61,75.99,0.00,0.60,0.00
1651,2019-10-22T18:28:02Z, 65.45,-55.68,76.09,0.00,0.60,0.00
1652,2019-10-22T18:28:03Z, 65.40,-55.68,76.08,0.00,0.60,0.00
1653,2019-10-22T18:28:04Z, 65.35,-55.68,76.08,0.00,0.60,0.00
1654,2019-10-22T18:28:05Z, 65.31,-55.64,76.04,0.00,0.60,0.00
1655,2019-10-22T18:28:06Z, 65.23,-55.70,76.12,0.00,0.60,0.00
1656,2019-10-22T18:28:07Z, 65.23,-55.61,75.99,0.00,0.60,0.00
1657,2019-10-22T18:28:08Z, 65.20,-55.57,75.93,0.00,0.60,0.00
1658,2019-10-22T18:28:09Z, 65.13,-55.56,75.92,0.00,0.60,0.00
1659,2019-10-22T18:28:10Z, 65.07,-55.56,75.92,0.00,0.60,0.00
1660,2019-10-22T18:28:11Z, 64.97,-55.62,76.02,0.00,0.60,0.00
1661,2019-10-22T18:28:12Z, 64.92,-55.59,75.99,0.00,0.60,0.00
1662,2019-10-22T18:28:13Z, 64.86,-55.61,76.02,0.00,0.60,0.00
1663,2019-10-22T18:28:14Z, 64.79,-55.56,75.92,0.00,0.60,0.00
1664,2019-10-22T18:28:14Z, 64.84,-55.56,75.92,0.00,0.60,0.00
1665,2019-10-22T18:28:16Z, 64.68,-55.65,76.04,0.00,0.60,0.00
1666,2019-10-22T18:28:16Z, 64.63,-55.65,76.04,0.00,0.60,0.00
1667,2019-10-22T18:28:17Z, 64.63,-55.59,75.92,0.00,0.60,0.00
1668,2019-10-22T18:28:18Z, 64.55,-55.62,75.97,0.00,0.60,0.00
1669,2019-10-22T18:28:19Z, 64.56,-55.54,75.84,0.00,0.60,0.00
1670,2019-10-22T18:28:20Z, 64.50,-55.53,75.81,0.00,0.60,0.00
1671,2019-10-22T18:28:21Z, 64.27,-55.59,75.96,0.00,0.60,0.00
1672,2019-10-22T18:28:22Z, 64.30,-55.50,75.78,0.00,0.60,0.00
1673,2019-10-22T18:28:23Z, 64.15,-55.58,75.92,0.00,0.60,0.00
1674,2019-10-22T18:28:24Z, 64.10,-55.56,75.89,0.00,0.60,0.00
1675,2019-10-22T18:28:24Z, 63.98,-55.65,76.03,0.00,0.60,0.00
1676,2019-10-22T18:28:26Z, 63.95,-55.64,75.99,0.00,0.60,0.00
1677,2019-10-22T18:28:27Z, 63.88,-55.68,76.05,0.00,0.60,0.00
1678,2019-10-22T18:28:28Z, 63.82,-55.69,76.07,0.00,0.60,0.00
1679,2019-10-22T18:28:29Z, 63.70,-55.71,76.09,0.00,0.60,0.00
1680,2019-10-22T18:28:29Z, 63.76,-55.70,76.08,0.00,0.60,0.00
1681,2019-10-22T18:28:30Z, 63.67,-55.67,76.04,0.00,0.60,0.00
1682,2019-10-22T18:28:32Z, 63.64,-55.64,76.02,0.00,0.60,0.00
1683,2019-10-22T18:28:33Z, 63.53,-55.72,76.10,0.00,0.60,0.00
1684,2019-10-22T18:28:34Z, 63.49,-55.72,76.11,0.00,0.60,0.00
1685,2019-10-22T18:28:35Z, 63.38,-55.82,76.27,0.00,0.60,0.00
1686,2019-10-22T18:28:36Z, 63.39,-55.77,76.15,0.00,0.60,0.00
1687,2019-10-22T18:28:37Z, 63.36,-55.74,76.15,0.00,0.60,0.00
1688,2019-10-22T18:31:04Z, 97.51,-53.71,77.17,0.00,0.60,0.00
1689,2019-10-22T18:31:07Z, 97.51,-53.71,77.17,0.00,0.60,0.00
1690,2019-10-22T18:31:09Z, 97.54,-53.74,77.18,0.00,0.60,0.00
1691,2019-10-22T18:31:10Z, 97.56,-53.77,77.19,0.00,0.60,0.00
1692,2019-10-22T18:31:11Z, 97.51,-53.67,77.17,0.00,0.60,0.00
1693,2019-10-22T18:31:12Z, 97.53,-53.69,77.17,0.00,0.60,0.00
1694,2019-10-22T18:31:14Z, 97.53,-53.70,77.18,0.00,0.60,0.00
1695,2019-10-22T18:31:15Z, 97.54,-53.70,77.18,0.00,0.60,0.00
1696,2019-10-22T18:31:16Z, 97.54,-53.68,77.18,0.00,0.60,0.00
1697,2019-10-22T18:31:17Z, 97.53,-53.69,77.18,0.00,0.60,0.00
1698,2019-10-22T18:31:19Z, 97.52,-53.65,77.17,0.00,0.60,0.00
1699,2019-10-22T18:31:21Z, 97.50,-53.63,77.18,0.00,0.60,0.00
1700,2019-10-22T18:31:22Z, 97.51,-53.64,77.18,0.00,0.60,0.00
1701,2019-10-22T18:31:23Z, 97.53,-53.69,77.19,0.00,0.60,0.00
1702,2019-10-22T18:31:24Z, 97.54,-53.69,77.19,0.00,0.60,0.00
1703,2019-10-22T18:31:26Z, 97.56,-53.71,77.19,0.00,0.60,0.00
1704,2019-10-22T18:31:27Z, 97.61,-53.77,77.20,0.00,0.60,0.00
1705,2019-10-22T18:31:28Z, 97.61,-53.76,77.20,0.00,0.60,0.00
1706,2019-10-22T18:31:30Z, 97.61,-53.75,77.20,0.00,0.60,0.00
