Date-Time,Yaw[0](deg),Pitch[0](deg),Roll[0](deg),Yaw[1](deg),Pitch[1](deg),Roll[1](deg)
2020-10-22 12:03:35.247000+00:00,212.44,13.94,-30.86,346.28,-17.44,14.88
2020-10-22 12:03:35.507000+00:00,218.61,-7.19,-40.24,357.16,0.5,-10.09
2020-10-22 12:03:35.607000+00:00,211.01,-23.11,-45.19,345.45,11.14,-25.13
2020-10-22 12:03:35.997000+00:00,201.73,-32.67,-40.51,337.05,10.15,-35.86
2020-10-22 12:03:36.012000+00:00,199.88,-46.89,-43.95,332.4,13.78,-51.95
2020-10-22 12:03:36.016000+00:00,191.35,-41.27,-20.36,351.83,-13.02,-46.87
2020-10-22 12:03:36.016000+00:00,186.05,-50.01,-30.28,330.47,3.14,-50.65
2020-10-22 12:03:36.017000+00:00,194.91,-50.11,-24.49,359.2,-12.18,-57.46
2020-10-22 12:03:36.056000+00:00,177.86,-50.0,-12.14,355.71,-20.06,-63.54
2020-10-22 12:03:36.179000+00:00,160.45,-54.27,-2.91,351.52,-22.48,-74.46
2020-10-22 12:03:36.268000+00:00,140.43,-52.93,11.25,346.61,-27.27,-81.87
2020-10-22 12:03:36.357000+00:00,128.3,-53.7,20.12,341.33,-27.94,-85.85
2020-10-22 12:03:36.536000+00:00,112.28,-59.23,30.73,333.92,-22.82,-92.2
2020-10-22 12:03:36.596000+00:00,107.49,-62.51,33.32,328.71,-18.6,-93.07
2020-10-22 12:03:36.657000+00:00,94.39,-68.47,45.49,324.28,-11.6,-96.83
2020-10-22 12:03:36.783000+00:00,51.56,-86.64,88.4,324.04,5.37,-101.61
2020-10-22 12:03:36.906000+00:00,278.81,-68.13,-132.62,336.15,29.71,-106.34
2020-10-22 12:03:37.109000+00:00,267.64,-55.89,-113.09,3.94,43.13,-90.14
2020-10-22 12:03:37.171000+00:00,234.54,-52.79,-83.55,7.39,35.29,-68.29
2020-10-22 12:03:37.171000+00:00,252.84,-53.55,-97.59,13.35,40.36,-75.32
