Date-Time,Yaw[0](deg),Pitch[0](deg),Roll[0](deg),Yaw[1](deg),Pitch[1](deg),Roll[1](deg)
2020-10-22 17:00:02.707000+00:00,199.18,-31.55,-53.87,320.23,44.33,-59.77
2020-10-22 17:00:02.773000+00:00,206.67,-40.82,-64.55,305.49,48.46,-77.79
2020-10-22 17:00:02.844000+00:00,211.43,-58.01,-73.06,287.82,43.13,-98.57
2020-10-22 17:00:02.857000+00:00,203.47,-60.07,-68.26,282.9,41.4,-101.26
2020-10-22 17:00:02.917000+00:00,192.33,-47.47,-57.9,294.6,46.93,-81.09
2020-10-22 17:00:03.130000+00:00,197.54,-42.91,-56.51,309.75,48.94,-72.36
2020-10-22 17:00:03.132000+00:00,205.96,-45.97,-58.44,316.49,49.25,-72.2
2020-10-22 17:00:03.392000+00:00,209.88,-42.33,-61.32,320.38,52.36,-65.5
2020-10-22 17:00:03.392000+00:00,210.46,-34.93,-62.74,323.48,53.62,-59.33
2020-10-22 17:00:03.655000+00:00,203.99,-29.21,-53.75,326.31,48.24,-51.4
2020-10-22 17:00:03.655000+00:00,206.94,-32.78,-57.0,325.32,51.4,-55.0
2020-10-22 17:00:03.657000+00:00,203.54,-27.47,-52.11,327.94,47.33,-48.27
2020-10-22 17:00:03.943000+00:00,207.86,-26.48,-54.43,329.39,47.68,-48.33
2020-10-22 17:00:04.409000+00:00,224.0,-46.93,-62.96,294.84,51.76,-85.19
2020-10-22 17:00:04.416000+00:00,226.08,-42.76,-55.32,311.84,47.54,-76.12
2020-10-22 17:00:04.563000+00:00,222.28,-37.18,-38.87,335.89,36.55,-60.14
2020-10-22 17:00:04.983000+00:00,224.5,-19.46,-26.62,356.67,22.1,-39.44
2020-10-22 17:00:04.986000+00:00,224.79,-8.56,-34.65,0.16,33.19,-18.21
2020-10-22 17:00:05.352000+00:00,227.43,-5.38,-36.81,355.68,29.98,-22.99
2020-10-22 17:00:05.363000+00:00,224.01,-12.57,-42.43,344.25,35.77,-32.85
2020-10-22 17:00:05.363000+00:00,226.82,-13.29,-44.19,348.75,35.6,-30.71
2020-10-22 17:00:05.364000+00:00,217.88,-19.14,-39.04,334.48,36.32,-38.59
2020-10-22 17:00:05.528000+00:00,207.99,-16.22,-33.07,328.5,30.94,-37.76
2020-10-22 17:00:05.703000+00:00,196.54,-16.01,-24.88,325.59,18.68,-35.17
2020-10-22 17:00:05.769000+00:00,191.17,-14.55,-12.46,326.01,3.13,-35.88
2020-10-22 17:00:05.882000+00:00,184.39,-2.54,-8.51,324.16,-10.06,-30.97
2020-10-22 17:00:05.942000+00:00,176.04,1.05,-22.93,319.52,-0.17,-30.12
2020-10-22 17:00:06.183000+00:00,175.35,-17.61,-40.82,312.12,28.17,-43.04
2020-10-22 17:00:06.302000+00:00,176.44,-17.04,-28.33,319.69,17.77,-42.45
2020-10-22 17:00:06.362000+00:00,176.4,-12.54,-28.27,325.75,19.42,-33.74
2020-10-22 17:00:06.483000+00:00,179.1,-7.73,-36.97,330.96,32.16,-24.47
2020-10-22 17:00:06.556000+00:00,184.33,-11.61,-42.56,331.74,41.64,-26.46
2020-10-22 17:00:06.884000+00:00,183.41,-8.64,-44.11,334.01,43.02,-20.86
2020-10-22 17:00:06.886000+00:00,181.81,0.51,-45.26,337.54,43.48,-11.91
2020-10-22 17:00:06.886000+00:00,184.08,1.77,-42.22,338.76,41.55,-10.22
2020-10-22 17:00:06.991000+00:00,189.72,-7.91,-42.97,335.83,46.01,-20.13
2020-10-22 17:00:07.165000+00:00,186.65,-14.16,-37.08,328.53,39.38,-28.28
