Date-Time,Yaw[0](deg),Pitch[0](deg),Roll[0](deg),Yaw[1](deg),Pitch[1](deg),Roll[1](deg)
2020-10-22 17:38:20.358000+00:00,163.31,-10.13,-46.77,318.31,57.36,-22.2
2020-10-22 17:38:20.422000+00:00,167.32,-6.7,-47.12,325.62,58.74,-16.04
2020-10-22 17:38:20.719000+00:00,174.4,-2.12,-47.24,335.96,57.47,-7.94
2020-10-22 17:38:20.719000+00:00,170.97,-5.38,-49.3,329.95,59.07,-12.83
2020-10-22 17:38:20.779000+00:00,182.94,-15.4,-44.46,326.18,58.13,-29.09
2020-10-22 17:38:20.899000+00:00,185.17,-33.22,-37.07,310.66,46.07,-54.61
2020-10-22 17:38:20.969000+00:00,176.03,-33.19,-28.92,310.69,34.27,-53.09
2020-10-22 17:38:21.078000+00:00,170.85,-25.13,-33.24,312.78,30.58,-44.98
2020-10-22 17:38:21.198000+00:00,167.28,-17.31,-37.89,314.76,30.84,-38.44
2020-10-22 17:38:21.260000+00:00,162.73,-9.39,-43.02,316.69,32.45,-30.74
2020-10-22 17:38:21.658000+00:00,159.03,-0.2,-47.32,322.02,31.08,-20.17
2020-10-22 17:38:21.668000+00:00,164.79,3.93,-48.88,330.97,30.03,-15.67
2020-10-22 17:38:21.679000+00:00,182.52,11.41,-41.06,349.92,22.98,-7.64
2020-10-22 17:38:21.679000+00:00,173.24,5.88,-40.76,338.34,22.97,-15.62
2020-10-22 17:38:21.798000+00:00,194.05,8.27,-35.9,355.34,19.86,-12.0
2020-10-22 17:38:21.879000+00:00,201.62,0.8,-22.66,356.89,9.18,-23.08
2020-10-22 17:38:21.979000+00:00,204.63,-7.51,-18.38,359.15,2.55,-33.54
2020-10-22 17:38:22.038000+00:00,193.04,-11.55,-22.41,343.75,9.01,-36.3
2020-10-22 17:38:22.159000+00:00,176.76,-8.46,-30.87,326.88,20.89,-29.9
2020-10-22 17:38:22.338000+00:00,183.19,-18.72,-49.89,330.5,36.73,-42.32
2020-10-22 17:38:22.458000+00:00,181.17,-28.77,-51.21,310.12,41.17,-59.93
2020-10-22 17:38:22.578000+00:00,176.01,-29.7,-45.76,304.25,38.73,-58.28
2020-10-22 17:38:22.642000+00:00,172.67,-14.55,-40.0,313.8,36.48,-39.19
2020-10-22 17:38:22.758000+00:00,170.92,-12.98,-36.24,314.15,35.35,-33.89
2020-10-22 17:38:22.880000+00:00,168.26,-14.53,-32.07,313.1,34.86,-32.99
2020-10-22 17:38:23+00:00,167.71,-12.85,-30.98,316.62,35.75,-27.78
2020-10-22 17:38:23.061000+00:00,169.75,-17.85,-34.31,317.02,34.11,-31.68
2020-10-22 17:38:23.179000+00:00,170.13,-12.03,-36.84,319.99,32.24,-28.86
2020-10-22 17:38:23.358000+00:00,168.69,-5.29,-35.78,322.95,28.89,-24.3
2020-10-22 17:38:23.659000+00:00,166.89,-4.33,-30.67,324.8,24.45,-22.93
2020-10-22 17:38:23.718000+00:00,166.31,-3.24,-28.76,325.77,21.68,-22.5
2020-10-22 17:38:23.958000+00:00,167.03,2.1,-36.17,330.19,23.78,-17.06
2020-10-22 17:38:24.018000+00:00,169.7,5.6,-37.71,333.35,25.57,-14.97
2020-10-22 17:38:24.092000+00:00,172.3,-1.44,-33.8,331.41,23.34,-22.71
2020-10-22 17:38:24.203000+00:00,171.2,-2.73,-32.25,329.37,22.78,-24.52
2020-10-22 17:38:24.269000+00:00,170.74,-2.14,-32.11,329.65,21.66,-23.98
2020-10-22 17:38:24.378000+00:00,172.47,-4.19,-27.36,331.99,18.84,-25.64
2020-10-22 17:38:24.628000+00:00,177.59,-0.68,-38.74,338.44,30.4,-18.81
2020-10-22 17:38:24.681000+00:00,180.84,-1.6,-40.32,339.92,31.06,-19.67
2020-10-22 17:38:24.979000+00:00,179.7,-4.76,-34.96,334.27,23.8,-26.6
2020-10-22 17:38:25.220000+00:00,182.22,-3.77,-44.07,337.56,32.37,-23.68
2020-10-22 17:38:25.279000+00:00,180.23,3.65,-43.71,339.71,31.33,-16.57
2020-10-22 17:38:25.459000+00:00,180.12,4.93,-39.88,338.13,24.81,-18.37
2020-10-22 17:38:25.578000+00:00,178.22,2.52,-35.42,334.09,19.45,-21.98
2020-10-22 17:38:25.579000+00:00,175.68,-1.06,-33.72,331.9,16.53,-23.96
2020-10-22 17:38:25.821000+00:00,175.2,-0.49,-34.74,332.66,16.03,-24.57
2020-10-22 17:38:25.878000+00:00,178.67,-0.79,-41.25,337.2,22.67,-23.19
2020-10-22 17:38:26.259000+00:00,177.1,4.48,-40.51,337.91,24.43,-18.0
