Date-Time,Yaw[0](deg),Pitch[0](deg),Roll[0](deg),Yaw[1](deg),Pitch[1](deg),Roll[1](deg)
2020-10-22 17:58:27.181000+00:00,174.56,-2.25,-48.55,328.7,55.72,-10.1
2020-10-22 17:58:27.512000+00:00,185.78,-15.28,-49.71,320.44,55.82,-32.87
2020-10-22 17:58:27.535000+00:00,187.92,-24.97,-40.36,317.62,40.62,-45.75
2020-10-22 17:58:27.581000+00:00,172.24,-26.5,-26.79,312.13,25.33,-45.33
2020-10-22 17:58:27.660000+00:00,166.88,-21.26,-31.0,307.96,29.51,-39.8
2020-10-22 17:58:27.811000+00:00,166.83,-14.26,-35.46,311.51,34.14,-32.75
2020-10-22 17:58:27.941000+00:00,172.96,-16.07,-39.01,315.05,37.09,-37.15
2020-10-22 17:58:27.996000+00:00,175.41,-22.42,-36.89,315.2,37.13,-42.59
2020-10-22 17:58:28.231000+00:00,177.45,-17.41,-39.6,317.19,37.67,-41.52
2020-10-22 17:58:28.231000+00:00,176.91,-20.67,-38.6,316.56,38.79,-41.31
2020-10-22 17:58:28.290000+00:00,172.18,-23.47,-34.09,312.65,37.28,-41.24
2020-10-22 17:58:28.381000+00:00,171.57,-17.97,-33.33,317.87,38.2,-31.37
2020-10-22 17:58:28.541000+00:00,171.01,-13.13,-41.1,320.43,43.35,-25.21
2020-10-22 17:58:28.801000+00:00,170.73,-8.41,-46.14,322.16,46.34,-20.25
2020-10-22 17:58:28.803000+00:00,174.39,-12.27,-43.27,318.66,46.69,-28.3
2020-10-22 17:58:28.813000+00:00,177.51,-24.64,-41.51,310.05,43.81,-43.55
2020-10-22 17:58:28.892000+00:00,172.4,-20.93,-25.46,316.83,21.91,-41.85
2020-10-22 17:58:28.987000+00:00,170.7,-10.0,-21.52,320.98,17.76,-28.9
2020-10-22 17:58:29.160000+00:00,167.88,3.26,-29.69,324.64,22.43,-13.45
2020-10-22 17:58:29.281000+00:00,181.22,-15.14,-46.88,322.37,43.74,-35.8
2020-10-22 17:58:29.400000+00:00,183.45,-30.23,-52.23,301.44,48.41,-58.49
2020-10-22 17:58:29.527000+00:00,176.63,-41.66,-45.77,287.43,40.29,-69.64
2020-10-22 17:58:29.700000+00:00,169.13,-21.41,-25.62,312.57,25.51,-39.02
2020-10-22 17:58:29.790000+00:00,168.66,-16.69,-29.4,315.14,29.28,-30.42
2020-10-22 17:58:29.941000+00:00,170.44,-15.65,-33.87,317.35,32.6,-28.94
