Date-Time,Yaw[0](deg),Pitch[0](deg),Roll[0](deg),Yaw[1](deg),Pitch[1](deg),Roll[1](deg)
2020-10-22 14:10:49.371000+00:00,209.44,-46.11,-69.41,351.63,45.78,-77.69
2020-10-22 14:10:49.431000+00:00,209.27,-46.65,-69.65,348.81,46.22,-79.39
2020-10-22 14:10:49.611000+00:00,209.39,-46.16,-71.38,345.61,46.86,-80.6
2020-10-22 14:10:49.732000+00:00,208.71,-44.93,-71.83,343.01,46.75,-80.89
2020-10-22 14:10:49.732000+00:00,207.07,-45.84,-71.24,340.96,45.69,-79.96
2020-10-22 14:10:49.924000+00:00,195.32,-43.37,-62.33,337.88,42.44,-72.32
2020-10-22 14:10:50.031000+00:00,196.02,-50.45,-68.07,318.14,46.27,-85.42
2020-10-22 14:10:50.093000+00:00,202.56,-61.41,-76.65,295.61,44.34,-104.45
2020-10-22 14:10:50.271000+00:00,188.78,-59.77,-60.47,300.57,43.59,-93.24
2020-10-22 14:10:50.271000+00:00,206.37,-64.6,-82.45,290.31,42.59,-110.1
2020-10-22 14:10:50.450000+00:00,177.08,-53.14,-45.88,305.47,48.56,-77.91
2020-10-22 14:10:50.451000+00:00,173.95,-41.17,-37.16,320.53,51.17,-53.24
2020-10-22 14:10:50.571000+00:00,170.9,-19.65,-25.48,343.5,40.66,-20.01
2020-10-22 14:10:50.690000+00:00,166.02,-17.12,-16.66,340.03,28.38,-23.19
2020-10-22 14:10:50.750000+00:00,155.6,-26.13,-14.58,326.61,23.35,-39.92
2020-10-22 14:10:50.990000+00:00,162.27,-35.65,-39.52,321.18,35.66,-55.11
2020-10-22 14:10:51.051000+00:00,171.56,-31.36,-49.71,327.82,42.38,-52.29
2020-10-22 14:10:51.242000+00:00,173.35,-35.52,-50.79,324.56,45.11,-57.2
2020-10-22 14:10:51.291000+00:00,176.82,-40.14,-51.44,322.36,45.63,-61.81
2020-10-22 14:10:51.410000+00:00,180.0,-40.58,-52.8,320.49,46.21,-63.96
2020-10-22 14:10:51.676000+00:00,182.09,-42.43,-51.78,318.97,45.7,-65.8
2020-10-22 14:10:51.681000+00:00,185.49,-40.11,-54.0,318.89,46.31,-65.44
2020-10-22 14:10:51.836000+00:00,189.55,-39.77,-53.45,318.85,45.76,-65.8
2020-10-22 14:10:51.836000+00:00,187.84,-40.32,-54.06,318.7,46.21,-65.76
2020-10-22 14:10:51.891000+00:00,190.79,-38.5,-53.47,319.01,45.61,-64.9
2020-10-22 14:10:52.010000+00:00,187.61,-43.86,-50.18,315.76,43.07,-67.26
2020-10-22 14:10:52.071000+00:00,184.04,-41.96,-48.44,310.85,40.95,-68.3
2020-10-22 14:10:52.311000+00:00,177.87,-38.83,-44.18,310.43,38.04,-60.89
2020-10-22 14:10:52.312000+00:00,171.84,-29.9,-35.98,318.41,32.74,-48.98
2020-10-22 14:10:52.371000+00:00,168.05,-25.44,-35.65,317.57,34.23,-43.7
2020-10-22 14:10:52.491000+00:00,160.05,-25.65,-30.37,313.55,34.59,-40.47
2020-10-22 14:10:52.610000+00:00,152.49,-26.83,-24.1,308.15,32.81,-41.47
2020-10-22 14:10:52.671000+00:00,147.14,-25.52,-20.18,302.97,30.22,-39.73
2020-10-22 14:10:52.791000+00:00,142.33,-12.52,-28.11,303.72,35.03,-23.02
2020-10-22 14:10:52.911000+00:00,139.49,-5.3,-35.3,305.67,39.26,-14.43
2020-10-22 14:10:53.031000+00:00,139.88,0.99,-39.4,311.66,40.31,-6.11
2020-10-22 14:10:53.748000+00:00,140.49,10.33,-42.67,321.01,40.87,6.85
2020-10-22 14:10:53.752000+00:00,144.92,11.96,-50.04,331.07,46.37,13.29
2020-10-22 14:10:53.754000+00:00,155.85,2.46,-46.53,328.82,45.95,-3.85
2020-10-22 14:10:53.772000+00:00,157.96,-9.71,-33.76,318.83,34.43,-25.22
2020-10-22 14:10:53.792000+00:00,152.02,-5.31,-34.59,316.91,33.95,-18.49
2020-10-22 14:10:53.831000+00:00,162.48,6.03,-37.51,333.24,23.96,-8.64
2020-10-22 14:10:53.840000+00:00,174.07,-1.26,-33.69,342.29,21.38,-15.77
2020-10-22 14:10:53.933000+00:00,170.63,-19.8,-29.7,330.6,25.47,-33.02
2020-10-22 14:10:54.110000+00:00,159.54,-28.77,-27.05,311.28,32.59,-45.17
2020-10-22 14:10:54.180000+00:00,153.5,-27.54,-29.02,302.26,35.92,-43.23
2020-10-22 14:10:54.365000+00:00,151.07,-17.16,-32.37,305.43,38.9,-29.26
2020-10-22 14:10:54.371000+00:00,149.94,-6.53,-38.58,312.43,41.15,-16.37
2020-10-22 14:10:54.531000+00:00,151.0,-6.68,-44.86,314.28,45.46,-14.69
2020-10-22 14:10:54.531000+00:00,153.44,-5.49,-45.33,317.66,46.06,-12.45
2020-10-22 14:10:54.771000+00:00,156.08,-3.81,-43.14,321.28,45.27,-9.95
2020-10-22 14:10:54.771000+00:00,160.21,-2.95,-43.81,325.94,46.41,-6.84
2020-10-22 14:10:54.831000+00:00,162.02,6.4,-48.12,333.88,47.04,4.24
2020-10-22 14:10:55.011000+00:00,177.43,6.48,-41.92,346.13,39.33,4.47
2020-10-22 14:10:55.134000+00:00,182.69,-4.71,-32.38,339.75,25.58,-16.26
2020-10-22 14:10:55.372000+00:00,167.79,-11.19,-27.83,324.42,15.91,-25.47
