Board UID,7.21E+21,,,,,,,,,,,,,,,,,,,,,,,
Date-Time,ax[0](mg),ay[0](mg),az[0](mg),gx[0](dps),gy[0](dps),gz[0](dps),mx[0](uT),my[0](uT),mz[0](uT),Yaw[0](deg),Pitch[0](deg),Roll[0](deg),ax[1](mg),ay[1](mg),az[1](mg),gx[1](dps),gy[1](dps),gz[1](dps),mx[1](uT),my[1](uT),mz[1](uT),Yaw[1](deg),Pitch[1](deg),Roll[1](deg)
12:02:04 AM,73.9,971.1,267.5,-4.1,4.8,2.5,-6.3,54.3,2.7,151.26,74.64,-5.04,-990.1,-99.7,-104.7,1.1,2.2,2.5,49.2,-17.4,-4.4,60.02,-5.94,97.2
12:02:05 AM,70.8,965.9,270.2,-4.1,4.7,2.3,-6.3,54.5,3.6,151.28,74.62,-5.02,-988.2,-98.6,-105.5,2.3,1.9,2.2,49.5,-16.7,-4.2,60.02,-5.94,97.18
12:02:06 AM,66.1,966.7,271.7,-3.4,4.6,2.9,-6.8,54.3,2.7,151.24,74.62,-5.06,-989.2,-96.4,-106.8,1.1,1.3,1.3,50,-16.8,-3.6,60,-5.94,97.22
12:02:07 AM,66.9,968.4,278,-3.4,4.4,2.9,-6.6,54.5,2.9,151.44,74.62,-4.86,-993.1,-93.1,-108.2,0.7,1.4,1,49.1,-17.4,-4.2,60.02,-5.94,97.24
12:02:08 AM,66,968.7,276.9,-3.3,4.6,3.2,-6.9,53.6,2.9,151.34,74.62,-4.96,-992.8,-91.7,-109.9,0.9,1.6,0.9,49.5,-16.7,-3.8,60.04,-5.92,97.2
12:02:09 AM,65.8,970.2,277.5,-3.8,4.5,2.7,-6.3,54,3.3,151.42,74.64,-4.88,-993.6,-95,-110.6,1.2,1.3,1.5,49.1,-17.1,-4.7,60.02,-5.92,97.2
12:02:10 AM,68.2,971.3,273.1,-4,4.9,2.7,-6.2,54,3.3,151.72,74.68,-4.6,-995.3,-97.6,-108.8,1.3,2.3,1.3,49.2,-17.4,-3.6,60.02,-5.94,97.22
12:02:11 AM,67.6,971.5,272.3,-4,5,2.7,-6,54.6,3.3,151.86,74.68,-4.48,-989.3,-96.4,-106.6,1.7,2.2,1.5,49.2,-16.8,-4.2,60.02,-5.94,97.2
12:02:12 AM,63.7,968.4,273.8,-3.5,4.6,2.9,-6.5,54.3,3.5,151.58,74.66,-4.76,-989.7,-95.7,-106,1,1.4,0.6,49.4,-16.8,-4.4,60.02,-5.9,97.18
12:02:13 AM,70.3,961.8,279.3,-3.2,4.8,3.4,-6.2,54.3,3.6,151.58,74.66,-4.76,-988.4,-93.9,-110.8,2,1.6,0.3,49.1,-17,-3.5,60.04,-5.92,97.2
12:02:14 AM,69.3,966.4,274.1,-2.9,4.5,3.7,-6.3,54.6,2.9,151.44,74.62,-4.9,-987.1,-100.5,-109.2,0.1,1.1,-0.7,49.7,-17.1,-3.6,60.02,-5.92,97.2
12:02:15 AM,69.8,970.1,264.9,-2.9,4.7,3.8,-6.8,54.3,3,151.32,74.62,-5,-986.6,-103.6,-102.8,2.7,1.7,-0.7,48.9,-17,-4.1,60.02,-5.94,97.2
12:02:16 AM,73.9,965.3,270.9,-3.7,4.7,3,-6.5,54.3,3.3,151.26,74.62,-5.06,-987.6,-104.1,-108.6,-1.1,1.4,0.8,49.2,-17.4,-4.8,60.02,-5.96,97.24
12:02:17 AM,72.4,970.6,263.3,-3.2,4.6,3,-6,54,3.2,151.3,74.62,-5.02,-985.3,-107.7,-104.7,-0.4,1,0.3,49.2,-17.3,-4.1,59.98,-5.96,97.22
12:02:18 AM,76.9,958.6,267.9,-3.3,4.6,3.2,-6.8,54.3,2.7,151.34,74.64,-4.98,-979.4,-106.3,-106.9,-0.2,1.4,0.4,49.4,-17.7,-3.9,60,-5.96,97.2
12:02:19 AM,72.3,962.2,267.5,-3.6,4.6,2.9,-6.2,53.6,3.6,151.34,74.64,-4.96,-984.5,-104.4,-106,0.8,1.5,1.1,49.5,-16.8,-4.2,59.98,-5.94,97.2
12:02:20 AM,70.6,958.3,276.7,-3.9,4.6,2.8,-6.6,53.9,2.6,151.42,74.64,-4.88,-985.9,-98.7,-109.9,0.6,1.4,1.2,49.4,-17,-4.1,60.02,-5.92,97.18
12:02:21 AM,69.5,959.8,272.9,-3.7,4.8,3.2,-6.6,54.6,3,151.44,74.64,-4.88,-983.6,-101,-108.7,1.9,1.7,0.4,49.7,-17,-3.8,60.04,-5.94,97.2
12:02:22 AM,71.8,961.4,267.2,-3,4.4,3.7,-6.6,54.3,3.5,151.56,74.64,-4.78,-980,-103,-105.3,1.2,1.3,-0.3,49.2,-17.4,-3.8,60.02,-5.94,97.2
12:02:23 AM,72.4,962,269.3,-3,4.2,3.2,-6,54.5,3.2,151.58,74.64,-4.76,-984.5,-101.5,-105.5,-1,0.5,0,49.5,-16.2,-4.1,60.02,-5.94,97.2
12:02:24 AM,64,959.7,269.1,-2.9,4.2,3.7,-6.3,54,3.2,151.6,74.62,-4.74,-977.6,-100.2,-102.8,0.3,0.5,-0.7,49.2,-17,-4.1,60.04,-5.9,97.18
12:02:25 AM,70,953.4,278.3,-3,4.4,3.7,-6.5,54.5,2.9,151.46,74.62,-4.88,-982.3,-94.9,-111,-1,0.7,-0.5,49.4,-16.8,-3.5,60.04,-5.92,97.2
12:02:26 AM,66.7,966.5,270.7,-3.2,4.5,3.4,-6.2,54.3,3.2,151.62,74.64,-4.72,-987.8,-99.6,-106.1,-0.3,1,0.1,49.1,-17,-4.1,60.04,-5.9,97.18
12:02:27 AM,68.4,973.3,271.8,-4,4.9,2.9,-6.2,54.9,2.6,151.62,74.66,-4.74,-993.1,-99.4,-107.9,2.9,2.2,1.3,49.7,-16.8,-4.2,60.06,-5.92,97.18
12:02:28 AM,66.3,972.3,281.8,-4.3,4.9,2.6,-6.2,54.3,3.6,151.68,74.66,-4.7,-996.5,-92,-111.1,-0.2,2,1.6,49.2,-17.4,-3.6,60.08,-5.92,97.2
12:02:29 AM,61.4,969.9,283.2,-3.4,4.5,3,-6.5,54.5,3.2,151.64,74.64,-4.72,-996.1,-88.8,-108.9,1,1.2,0.2,50.3,-17.3,-3.6,60.08,-5.94,97.22
12:02:30 AM,64.8,967.7,282.5,-3.2,4.6,3.4,-6.5,54.6,3.3,151.48,74.64,-4.88,-991.9,-90.7,-111.1,0.8,1.3,-0.3,49.8,-17.6,-3.6,60.04,-5.98,97.28
12:02:31 AM,61.9,972,280.2,-3.4,4.6,3.3,-6.2,54.3,3.3,151.4,74.62,-4.96,-997.4,-91.5,-108,-0.2,1,0,49.8,-17.1,-3.8,60.02,-5.96,97.26
12:02:32 AM,65.5,966.2,281.3,-3.8,4.9,2.9,-6.8,54.5,3.3,151.46,74.64,-4.9,-994.1,-90.8,-109.3,-0.8,1.4,0.8,48.9,-17.9,-3.6,60,-5.98,97.28
12:02:33 AM,62.5,971.2,276.9,-3.8,4.7,2.7,-5.9,54.9,3.3,151.5,74.64,-4.86,-996.7,-93.3,-108.3,2.5,1.9,1.3,49.1,-17,-3.9,60,-5.98,97.26
12:02:34 AM,70.9,975.7,280.4,-5.3,5.3,2,-6.9,54.8,3.2,151.24,74.64,-5.1,-1001.2,-94.5,-111.5,2.7,3.1,3.1,49.4,-17.3,-3.9,60.02,-5.96,97.22
12:02:35 AM,64.4,975.1,279.7,-5.2,5.4,1.6,-6.6,53.9,3,151.28,74.64,-5.06,-999.5,-92.4,-110.8,3.3,3.3,3.5,49.7,-17.1,-4.1,60,-5.98,97.24
12:02:36 AM,61.1,973.4,277.9,-4.5,4.8,2.1,-6.8,53.6,2.9,151.26,74.62,-5.06,-998.3,-88.4,-108.8,4.4,2.7,2.5,49.2,-16.8,-3.8,60.02,-5.96,97.22
12:02:37 AM,67.3,968.4,284.6,-4.5,5,1.8,-5.9,54.8,3,151.48,74.64,-4.86,-998.4,-87.8,-113.5,2.6,2.1,2.6,49.5,-17,-3.9,60.04,-5.94,97.2
12:02:38 AM,63.7,972,281.5,-4.6,5.1,2,-6.3,54.3,3,151.54,74.64,-4.8,-1000.3,-92.8,-111.4,2.3,2.4,2.4,49.7,-16.8,-3.8,60.04,-5.92,97.18
12:02:39 AM,64.2,972.4,279,-4.3,5,2.4,-6.2,54,2.7,151.4,74.64,-4.92,-996.1,-92.2,-111.7,2.2,2.5,2.1,49.4,-17.3,-3.6,60.02,-5.94,97.22
12:02:40 AM,111.1,1044.5,354.5,-11,3.8,-5.4,-6.5,54.5,2.4,149.68,73.84,-6.76,-981.5,-28.2,-181.8,-53.8,7.4,7.7,49.2,-17.9,-3.3,58.2,-6.14,98.02
12:02:41 AM,75.2,1014.9,235.2,-3.3,7.4,5.5,-6,54.6,3.2,151.88,74.22,-4.56,-1015.4,-93.8,-77.6,-147.9,6.1,-5.2,50.1,-17.1,-4.5,61.68,-6.26,96.54
12:02:42 AM,65,988.1,282,-5.4,4.4,0.7,-6.3,54.2,2.9,151.74,74.34,-4.7,-1009.9,-74.1,-79.5,35.6,0.9,5.7,49.4,-17.1,-3.9,61.64,-6.48,97.04
12:02:43 AM,72.6,901.9,280.3,-6.8,-6.7,-2,-6.2,54.8,2.7,153.56,74.02,-2.54,-974.7,-162.4,-134.6,28.3,-2,2.5,49.2,-17.6,-3.3,58.8,-6.34,97.82
12:02:44 AM,90.2,940.9,303.4,-16.7,-11,-15.9,-6,54.8,3.5,152.2,74.08,-3.6,-1005.6,-170.5,-128.8,10.9,-2.7,19.4,49.8,-17.6,-3.2,58.82,-6.52,97.9
12:02:45 AM,9.6,881.5,192.8,8.5,-4.5,18.5,-6.2,54.5,2,154.28,72.78,-1.34,-868.1,-143.2,-169.2,-105.6,-21.7,-47.9,49.1,-17.6,-0.9,53.02,-5.36,98.94
12:02:46 AM,290.1,1242.1,266.3,-21.3,-9,-61.8,-5.4,53.9,2.4,158.82,72.54,2.64,-372.1,192.5,-114.4,-128.4,48.8,12.3,49.4,-17.1,-3.8,61.7,-5.4,97.94
12:02:47 AM,26.4,976.4,301.8,-0.9,6,3.4,-5.1,55.2,2.1,158,73,2.26,-997.8,-66.4,-133.6,146.3,-3.7,3.5,49.5,-18,-1.2,57.44,-5.74,99.4
12:02:48 AM,107.8,967,283.4,-7.7,11.6,7.6,-4.2,54.5,1.4,162.16,71.66,8.08,-926.5,-206.5,-305.1,30.8,24.9,-1,49.8,-17.1,2.2,48.8,-3.96,101.62
12:02:49 AM,92.6,929.7,498.8,-11.1,-0.6,-9.2,-4.8,54,1.1,159.96,70.06,4.58,-942.4,26.8,-277.9,-190.7,19.9,15,48.8,-16.4,0.3,55.5,-3.76,101.96
12:02:50 AM,126.4,1032.6,201.4,-3.4,12.6,20.6,-4.1,54.9,2.7,155.58,68.7,-2.08,-1057.3,-274.5,-114.4,203.1,-13.5,8.6,48.8,-17.7,-0.3,56.62,-6.04,102.56
12:02:51 AM,169.6,904.9,286.9,-8.9,6.2,12.5,-4.5,53.9,3.5,158.12,71.42,2.16,-917.6,-60.5,31.4,-286.7,89.2,43.1,48.5,-18.5,-5,71.62,-8.18,99.52
12:02:52 AM,36.5,1005,308.4,-5.9,2.1,3.2,-5,54,3,161.4,71.36,5.82,-872.7,-49.2,-376.9,262.6,-16.4,0.9,48.9,-16.5,7.7,55.32,-5.48,103.44
12:02:53 AM,280.6,915.2,470.3,10.5,-9.5,5.4,-5,54.3,2.7,157.22,70.18,2.72,-891.3,-62.2,-489.1,-286.7,-33.7,-50.5,48.5,-17.7,4.7,60.58,-5.1,105.1
12:02:54 AM,-84.9,1043.4,304.1,-17.9,19.7,-4.6,-3.9,54.5,3.8,164.28,71.14,8.44,-1157.7,-17.9,23.2,286.7,29,-3,48,-18.2,-3.2,69.64,-7.66,99.78
12:02:55 AM,146.3,724.4,92.8,29.2,-71.9,72.4,-7.2,54.2,3,153.82,68.26,-12.46,-1446.7,-228.3,-293,17,-155.5,-193.7,43.7,-27.5,3.8,50.26,-15.52,97.26
12:02:56 AM,122.9,882.9,319.7,42,-188,2.7,-10.7,53.4,8.6,130.26,69.72,-45.46,-926.5,-101.9,-253.2,154.5,70.5,75.9,49.7,-17.4,-1.8,74.5,-4.26,105.82
12:02:57 AM,451.2,989,182.9,45.1,4.6,85.9,-11,52.1,11.6,121.36,65.7,-67.06,-989,-409.6,-641.2,-271.7,286.7,-147.2,45.5,-23.6,8.3,56.88,-11,118.92
12:02:58 AM,363,737.9,10.4,152.5,54.7,-18.8,-15.2,49.7,15.5,117.78,60.32,-76.52,-391.7,-36.2,-331.2,28.5,42,-29.2,12.9,-27,40.8,33.74,-16.84,144.04
12:02:59 AM,460,870.9,-340,32.6,-15,49.7,-19.8,42.9,25.2,87.02,57.94,-98.16,-541.9,706.6,-751.6,-286.7,191.3,65.3,17.3,8.4,47.6,9.32,-1.16,146.62
12:03:00 AM,632.1,919,-221.5,111.5,123.7,-21.8,-21.8,42.2,25.4,83.04,60.42,-95.44,-912.4,-73.9,-381.6,91.6,-286.7,-286.7,19.5,-11.4,45.7,8.64,-18.28,138.16
12:03:01 AM,749.6,674.6,10.4,52,179.3,90,-26.3,43.5,17.7,85.7,60.28,-77.52,-895.7,-29.1,-742.2,-109.1,-49.9,42.2,33.5,-9.6,38.9,18.4,-2.24,129.18
12:03:02 AM,810.9,379,-150.9,286.7,52.9,286.7,-44.1,14.9,21,46.3,34.1,-94,-716.6,374.7,-650.2,-131,286.7,-127.7,15.3,11.7,48,355.8,16.28,147.46
12:03:03 AM,-105.9,157.6,-466.1,286.7,-34.1,286.7,-35.9,-31.1,12.6,22,1,-107.9,239.4,-381,-233.4,110.5,135.4,286.7,-29.1,27.9,28.7,348.84,34.84,175.5
12:03:04 AM,805.1,-876.8,-548.2,-40.3,-19.3,-62.9,-22.4,-44,6.5,17.18,-13.18,-111.52,312,562.7,-321.5,286.7,-286.7,47.2,-36.9,21.2,30.3,340.4,20.18,177.42
12:03:05 AM,1010.8,-655,-21.1,-55.2,53.1,-142.4,-30.8,-38.7,5.9,17.58,-8.5,-102.1,-258,-85.6,-791.8,18.8,167.2,-205.4,-3,1.7,52.4,355.96,14.9,174.04
12:03:06 AM,837.3,-185.1,-158.8,-156.7,-55.6,-286.7,-41.4,-24.9,11.3,21.9,6.76,-103.54,-214,75.6,-803.1,-19.6,-0.9,286.7,-15.9,2.6,49.8,347.14,6.68,-177.7
12:03:07 AM,810.1,264.2,-447.3,81.5,91.1,132.5,-44,-14,16.5,22.28,13.16,-108.92,52,-42.8,-832.3,-14.5,89.1,-2.1,-14.4,-2,51.3,348.56,6.18,179.86
12:03:08 AM,709.5,-182.6,-190,-81.6,-22.9,-101,-42.6,-21.6,12.6,23.02,2.6,-104.46,-96.9,-53.5,-957.5,-20.2,-2,-31.8,-16.5,-1.8,50.6,348.08,5.22,-178.3
12:03:09 AM,840.2,21.7,-379.3,0.5,19.6,12.1,-42.6,-19.4,16.5,24.08,2,-108.38,-21.3,-52.9,-988.3,2.7,-8.3,2.4,-16.1,-2.1,50.1,347.4,3.78,-178.72
12:03:10 AM,949.5,-84.5,-311.2,-1.1,-3.5,4.5,-42.2,-20,15.5,24.38,0,-106.4,-25.8,-23.8,-985.1,2.9,0,-0.6,-16.5,-1.8,50.1,347.04,4.08,-177.72
12:03:11 AM,949.1,-34.5,-316.8,-1.5,9.1,6.6,-43.1,-19.2,15.2,24.7,-1.06,-106.82,-20.9,-27.5,-998.3,-1.1,2,0.6,-16.5,-1.8,50.7,346.62,3.56,-177.52
12:03:12 AM,946.6,-37.5,-309.6,-3.1,3.7,2.9,-42.6,-19.1,14.7,25.02,-1.88,-106.6,-22.9,-25.9,-995.9,1.2,1.5,0.7,-16.5,-1.8,50.1,346.24,3.44,-177.38
12:03:13 AM,948.5,-46.7,-318.8,-3.6,3.2,2.7,-42.2,-19.5,15,25.34,-2.36,-106.68,-24.9,-26.1,-997.5,1.4,1.1,0.7,-16.4,-1.8,50.3,345.84,3.24,-177.28
12:03:14 AM,949.6,-48.6,-317.3,-4,3.1,2.4,-42.9,-19.8,15.6,25.62,-2.7,-106.72,-22.6,-26.5,-1000.7,1.9,1.2,0.6,-16.5,-2.1,49.8,345.44,3.06,-177.24
12:03:15 AM,946.3,-48.3,-312.6,-3.7,4.2,2.4,-42.6,-19.1,14.7,25.92,-2.88,-106.66,-26.2,-26.1,-997.1,1.1,1.5,0.7,-16.5,-1.8,50.6,345.04,3,-177.2
12:03:16 AM,941.8,-52.7,-309.4,-3.5,4.5,3,-42.7,-19.7,15.5,26.2,-3.02,-106.56,-22.9,-27.5,-988.6,1,1.4,0.7,-16.4,-2,50.3,344.68,2.9,-177.2
12:03:17 AM,947.9,-49.8,-316.9,-3.6,3.6,2.7,-42.7,-19.2,15,26.54,-3.1,-106.66,-23.6,-24.6,-1002.8,1,1.2,0.7,-17,-2,50,344.3,2.82,-177.2
12:03:18 AM,793.7,165.6,-330.1,-94.8,-102.1,-179.7,-42.9,-16.1,17.9,28,1.74,-109.12,53.4,-53.6,-895.5,-111.9,-92,28.8,-16.1,-2.2,50.1,344.2,3,-179.04
12:03:19 AM,1074.3,-104.6,-486.2,59.5,-182,28.5,-44.6,-8.3,17.3,29.06,5.94,-106.78,-1385.5,99.7,-528.3,-16.8,-286.7,-154.5,6.3,-0.3,51.9,346.98,6.8,167.52
12:03:20 AM,1088.5,102.8,66.9,-66.7,100.3,124.2,-44.2,-11,17.9,36.5,2.14,-96.44,-665.4,620,-602,-234.6,286.7,-23.5,18.5,11.9,45.3,352.48,21.58,169.32
12:03:21 AM,815.6,-187.7,-66.8,-107.3,-16.6,99.3,-43.7,-16.5,13.7,52.02,-7.74,-87.14,-593.7,196.3,-382.3,286.7,-286.7,286.7,-5.1,24,44.7,5.46,36.74,176.6
12:03:22 AM,582.7,-121,118.3,-26.3,-63.5,-53.3,-41.6,-17.1,20.3,58.46,-7.5,-90.74,-376,116.1,-706.8,-93.3,286.7,-286.7,32.2,-8.3,39.2,23.12,17.16,162.92
12:03:23 AM,869.7,52.6,582.2,41.5,-259.2,-68.5,-40.7,-12.6,24.3,53.88,-0.58,-100.48,-653.3,-91.4,-976.7,119,-229.3,82.1,9.8,-12,49.5,1.88,17.92,162.56
12:03:24 AM,1015.8,-9.8,-227.7,-118.3,204.6,36,-43.8,-9.9,22.1,57.02,2.78,-93.26,-769.3,7.4,-763.8,84.9,-205.1,286.7,32.2,-17.1,36.7,16.62,17.98,141.16
12:03:25 AM,1042.2,-133,172,-121.8,180,62.9,-49.1,-10.1,9.5,70.56,-5.54,-76.8,-563.5,511.9,-827.4,-234.7,286.7,58.9,27.6,5,45,31.92,34.8,161.76
12:03:26 AM,840.5,-200.1,259.8,22.6,-4.3,-80.7,-50.3,-9.6,-1.5,78.78,-7.62,-67.5,-527,308.1,-585.5,175.9,-286.7,107.2,11.1,19.1,48.9,27.92,43.92,162.48
12:03:27 AM,1023,109.4,245.9,36.7,-50.7,-123.4,-52.4,0.9,3.2,78.84,5.8,-75.32,-657.9,459.5,-847,-29.5,-6.9,-218.9,39,7.5,36.2,28.44,28.46,139.68
12:03:28 AM,1101.8,173.1,248,-109.2,15.3,8.2,-51.5,8,6.9,85.56,10.76,-77.2,-601.4,579.9,-662.2,-84.1,67.3,-9.1,34.5,0.9,42.2,15.34,25.52,143.2
12:03:29 AM,877.7,179.2,259.2,-131.4,131.8,-13.8,-51.5,8,3.3,97.56,8.36,-69.34,-675.1,456.8,-531.3,-277.7,63.8,114.9,30.6,9.2,43.8,16.96,36.88,145.9
12:03:30 AM,858.4,98.5,306.1,22.8,-29,-64.8,-51.3,12.6,-2.9,105.8,9.66,-66.7,-785.9,295.5,-686.7,286.7,-286.7,48.2,32.6,17.3,39.3,28.94,37.18,140.06
12:03:31 AM,904.2,216.7,561.9,-212.9,15.1,-23.9,-49.4,18,-3.6,121.52,12.06,-63.24,-489.8,756.3,-661.4,-64.2,5,-42.4,37.5,13.1,36,36.18,34.18,139.44
12:03:32 AM,961,147.8,457.8,-98.5,-31.9,-12.3,-49.5,15,-9.9,132,3.74,-60.46,-752.1,295.6,-370.5,286.7,-79.7,5.9,27.2,31.2,35,41.34,48.6,152
12:03:33 AM,824.7,65.8,456,24.8,97.6,-157,-47,19.8,-15.9,143.3,6.92,-53.12,-813.2,584.4,-9.2,-286.4,286.7,-286.7,42.6,26.1,15.5,358.58,36.78,115.6
12:03:34 AM,602.1,358.6,760.8,-194.1,62.3,-82.2,-38.2,29,-23.3,156.8,14.56,-41.64,-357.2,-282.9,632.7,-286.7,237.5,-187.7,42.2,-0.2,24.2,358.36,19,126.32
12:03:35 AM,206,-146.9,764.3,-6.7,42.2,9.1,-35.6,19.8,-34.5,165.06,-1.1,-28.3,-1993.7,-117.9,1390.9,-191.6,29.8,-286.7,50.6,-6,-7.7,354.58,11.32,109.74
12:03:36 AM,645.6,24.9,1012.1,27.7,7.6,-22.1,-34.4,21.6,-33.7,163.34,2.52,-30.34,-455.1,83.7,1509,-185.5,61.1,-34.5,50.4,-9.3,-10.7,355.62,2.74,102.9
12:03:37 AM,540.9,195.9,766.9,169.3,-77.8,-27.6,-35.4,27.5,-29.1,160.1,12.16,-34.64,-847,-206.9,110.6,-58.2,214.3,-111.9,49.8,-13.4,-1.1,345.38,1.02,107.38
12:03:38 AM,647.5,425.2,770.4,-40,42.9,167.8,-38.2,27.8,-23.6,147.92,15.84,-39.3,-960.7,228.1,191.7,188.2,-281.1,102.7,47.1,-14.6,12.5,351.28,0.82,111.64
12:03:39 AM,814,-256.6,554.4,-106.5,-88.8,231.5,-45.6,11.4,-22.4,139.76,-3.76,-46.62,-1194.3,310.2,-239.9,-286.7,270.6,286.7,50.6,-0.6,8.1,347.64,20.1,105.14
12:03:40 AM,854.1,-358.8,679.7,-12.5,-31.9,59.8,-47.1,-6.9,-18.6,128.56,-18.68,-51.58,-1086.8,196.2,-137.5,-46.8,-286.7,-102,45.9,17.3,13.7,334.54,27.86,96.36
12:03:41 AM,560,-469.4,575.4,27,28.8,155.7,-44.7,-13.4,-16.4,118.44,-24.64,-49.78,-422.1,405.4,422.3,-147.6,286.7,-212.7,49.8,12,3.8,336.08,17.62,97.84
12:03:42 AM,334.8,-652.6,681.6,9.8,43.8,46.2,-41.7,-22.8,-17.3,103.58,-33.8,-37.86,-861.5,145.4,30.1,-23.4,-286.7,64.3,44.2,19.8,15,319.16,22.52,86.46
12:03:43 AM,761.9,-488.4,565.9,-15,53.2,-97.3,-45,-17.6,-14.3,112.5,-31,-44.34,-883.3,263.5,99.4,101.6,35.2,-87.8,47.4,18.3,3.3,330.6,21.6,78.54
12:03:44 AM,621.6,-485.6,641.8,-12.8,-7.4,-9.1,-44.9,-15.6,-16.7,116.36,-28.98,-42.56,-885.2,303.8,127,19,74.9,66.7,47.1,7.4,15.9,345.98,16.04,95.86
12:03:45 AM,586,-206.1,1001.4,-2,66.7,-19.2,-44.7,-14.1,-19.5,120.38,-25.28,-40.88,-879.7,229.5,52.5,30.5,-198.9,-25.7,48.9,10.4,11.9,353.86,21.24,85.9
12:03:46 AM,569.3,-475,838.1,45,20.8,108.7,-43.2,-15.8,-21.3,114.42,-27.4,-37.72,-1593.7,-239.1,4.7,109.2,286.7,-201.9,49.5,6.5,11.9,338,10.3,91.4
12:03:47 AM,414.6,-532,832.5,19.5,20.9,77.4,-39.2,-20.7,-26.1,103.88,-27,-29.34,-973.2,300.7,-102.8,-286.7,54.1,-144.5,47.7,-8,15,328.42,-4.78,90.2
12:03:48 AM,420.7,-368.6,681.9,4.4,15.1,14.5,-38.1,-22.1,-26.3,98.34,-26.64,-31.16,-1083.6,-80.8,-228.3,-286.7,3.9,-70.1,42.2,16.8,21.2,303.64,1.9,101.24
12:03:49 AM,393,-400.4,604.5,9.9,15.6,59.4,-35.9,-24.6,-27.3,95.56,-28.84,-28.16,-796.2,245.5,-162.2,286.7,21.3,286.7,40.4,17.1,26.9,325.7,25.48,93.5
12:03:50 AM,279.5,-496.7,769.6,-43,-16.1,105.6,-30.8,-29.9,-26.7,87.8,-33.38,-24.12,-778.9,56.1,-122.2,-286.7,-17.9,-140.7,37.5,33.9,5.6,302.68,26.44,86.62
12:03:51 AM,222.8,-807.5,844.4,67.9,-51.8,54,-24.8,-34.7,-26.7,75.52,-37.24,-17.22,-1169.4,287.9,-206,97.8,17.7,-208.7,43.4,24.3,13.8,320.86,13.96,94.54
12:03:52 AM,30.9,-311,1132.2,149,-57.9,130.7,-25.7,-34.8,-27.2,69.36,-35.04,-13.94,-1046.8,66.9,-168.5,-257.9,245.9,63.3,45.5,14.7,16.7,292.76,3.4,108.86
12:03:53 AM,221,-682,818.2,25.7,-17.5,12.4,-24.3,-34.4,-28.4,67.78,-35.18,-12.42,-1262.2,226.9,-260.3,126.2,-11.2,228.3,39.3,15.9,29,311.72,11.6,113.46
12:03:54 AM,183,-778.7,916,-37.4,17.2,5.7,-21.2,-35.9,-28.7,63.6,-34.6,-10.02,-1157.3,127.6,-193.9,-166.5,-203.9,27,34.8,34.2,14.7,293.32,29.3,92.54
12:03:55 AM,92.8,-555.6,869.7,20.5,-19.7,75.8,-19.4,-37.7,-27.6,60.66,-37.38,-6.56,-1039.4,260.5,-160.9,91.6,-105,-147.9,39.7,30.8,8.4,313.92,24.96,84.8
12:03:56 AM,102.1,-632.8,741,-94.1,91,5.9,-17.6,-39.9,-25.8,62.48,-42.92,-7.4,-917.3,37.1,-123.2,-171.1,167.9,-119.6,48.8,14.4,5.1,292.24,1.68,91.4
12:03:57 AM,287.8,-816.6,682.3,14.6,26.7,1.1,-15.5,-41.9,-23.9,63.38,-47.38,-5.24,-980,223.7,-191.8,105.6,42.7,68.3,46.8,8.9,17.9,310.9,3.96,102.38
12:03:58 AM,52.8,-702.2,706,-21.3,6.6,-26.7,-15.6,-40.8,-24.9,68.7,-45.42,-5.44,-909.6,86.8,-148.5,23,-61,224.2,42.6,23.9,12.3,295.72,21.68,96.74
12:03:59 AM,114,-859.2,797.1,98.1,35.8,-73.9,-19.5,-37.2,-28.5,75.3,-42.12,-7.76,-960,240.3,-133.6,147.8,-70.6,11.7,34.2,35.2,16.5,324.32,35.16,100.36
12:04:00 AM,65.7,-247.2,858.2,119.8,-20.7,-106.5,-22.5,-27.8,-36.3,84.76,-27.8,-10.32,-821.3,88.6,-128,79.4,-3.5,-230.4,42.5,24.9,15.6,318.88,13.86,97.74
12:04:01 AM,-0.9,-308.7,1170.7,-61.8,30.1,-63.3,-29.3,-20.4,-36.3,95.1,-19.3,-13.96,-997.4,173.7,-234.1,44.2,-15.1,97.7,47.7,7.7,17,336.18,5.34,98.08
12:04:02 AM,503,-561.2,546.9,-175.2,34.5,-62.2,-36.9,-19.1,-29.4,111.48,-29.86,-28.66,-709.4,139.1,-116,127.6,134.4,52.9,44.2,12.5,21.3,340.68,13.3,104.38
12:04:03 AM,463.4,-744.4,575.3,-231.4,-7,-3.8,-38.7,-24.8,-20.9,133.42,-45.86,-39.78,-1202.8,184.5,-198.3,-50.1,58.5,83.6,38.9,7.8,30.6,349.06,12.7,113.2
12:04:04 AM,230.6,-712.5,493.4,-281.5,-49.7,40.6,-37.7,-27.2,-16.8,142.7,-51.2,-45.68,-469.4,126.2,-67.8,149.6,-92.3,88.4,34.1,23.3,29.1,350.78,28.94,108.52
12:04:05 AM,495.1,-760.2,219.1,-124.7,-101,78.6,-38.6,-29.9,0.2,172.5,-59.94,-77.36,-932.1,249.6,-213.4,94.7,-286.7,0,38,22.8,23.9,4.62,30,96.8
12:04:06 AM,491.2,-797.6,32.1,-286.7,-281.1,-4.4,-36.5,-29.4,13.2,202.3,-61,-111.22,-1206.2,177.9,-149.9,124.3,-43.7,-250.8,45.3,13.1,16.8,16.42,15.76,92.42
