Date-Time,Yaw[0](deg),Pitch[0](deg),Roll[0](deg),Yaw[1](deg),Pitch[1](deg),Roll[1](deg)
2020-10-22 14:28:16.426000+00:00,252.6,-20.68,-32.2,91.85,23.81,-37.9
2020-10-22 14:28:17.199000+00:00,253.38,-5.39,-35.4,92.53,20.71,-26.62
2020-10-22 14:28:17.214000+00:00,251.6,-3.64,-33.97,88.42,20.18,-27.43
2020-10-22 14:28:17.233000+00:00,250.65,-0.65,-34.07,85.9,20.17,-24.13
2020-10-22 14:28:17.262000+00:00,251.51,1.01,-36.0,86.12,23.29,-20.54
2020-10-22 14:28:17.337000+00:00,246.98,4.43,-36.86,83.66,22.7,-15.92
2020-10-22 14:28:17.362000+00:00,241.0,10.32,-37.48,78.68,20.11,-11.58
2020-10-22 14:28:17.410000+00:00,246.12,15.79,-35.0,85.3,16.07,-8.15
2020-10-22 14:28:17.445000+00:00,258.76,9.51,-36.38,97.03,21.06,-13.37
2020-10-22 14:28:17.562000+00:00,236.85,-9.1,-37.07,56.3,32.06,-34.48
2020-10-22 14:28:17.742000+00:00,234.02,-24.05,-39.28,45.18,31.87,-49.5
2020-10-22 14:28:17.862000+00:00,236.65,-34.52,-42.45,50.83,29.97,-56.24
2020-10-22 14:28:18.043000+00:00,250.63,-49.66,-54.48,46.68,39.93,-72.84
2020-10-22 14:28:18.043000+00:00,256.7,-49.49,-60.94,45.34,43.43,-77.11
2020-10-22 14:28:18.162000+00:00,243.25,-44.65,-49.15,51.36,36.52,-61.01
2020-10-22 14:28:18.357000+00:00,233.94,-24.51,-39.56,60.14,32.17,-35.02
2020-10-22 14:28:18.358000+00:00,229.68,-15.1,-34.6,60.91,31.22,-22.9
2020-10-22 14:28:18.462000+00:00,227.98,-13.53,-35.24,60.79,28.61,-22.75
2020-10-22 14:28:18.583000+00:00,223.58,-10.91,-36.6,58.6,25.39,-25.14
2020-10-22 14:28:18.726000+00:00,220.99,-8.33,-38.78,57.27,24.69,-24.43
2020-10-22 14:28:18.762000+00:00,219.1,-2.18,-38.59,56.29,21.3,-20.53
2020-10-22 14:28:18.942000+00:00,217.98,-0.8,-34.94,52.34,17.4,-21.81
2020-10-22 14:28:19.021000+00:00,216.3,1.74,-30.54,47.89,13.73,-21.53
2020-10-22 14:28:19.062000+00:00,214.45,3.67,-32.6,44.35,14.76,-18.94
2020-10-22 14:28:19.303000+00:00,225.11,-11.52,-41.19,48.04,32.29,-28.34
2020-10-22 14:28:19.363000+00:00,226.87,-17.97,-42.16,47.76,33.66,-32.85
2020-10-22 14:28:19.503000+00:00,226.01,-12.56,-43.84,50.73,33.51,-26.32
2020-10-22 14:28:19.782000+00:00,220.05,1.41,-41.72,48.03,25.2,-12.69
2020-10-22 14:28:19.783000+00:00,217.58,5.69,-37.1,43.59,16.36,-13.39
2020-10-22 14:28:20.022000+00:00,216.29,6.2,-37.09,39.34,16.41,-14.55
2020-10-22 14:28:20.143000+00:00,215.41,3.95,-33.57,34.92,14.23,-17.19
2020-10-22 14:28:20.259000+00:00,215.16,6.32,-35.84,34.63,16.04,-13.04
2020-10-22 14:28:20.325000+00:00,215.61,4.97,-41.16,35.86,21.61,-12.19
2020-10-22 14:28:20.382000+00:00,214.6,8.79,-41.26,37.17,20.02,-8.84
2020-10-22 14:28:20.562000+00:00,217.78,3.74,-36.72,34.9,17.1,-16.37
2020-10-22 14:28:20.622000+00:00,217.29,1.28,-31.67,31.43,14.15,-19.69
2020-10-22 14:28:20.683000+00:00,215.01,1.79,-29.77,28.29,11.07,-19.31
2020-10-22 14:28:20.802000+00:00,216.09,3.18,-29.86,29.64,10.69,-17.51
2020-10-22 14:28:20.925000+00:00,218.17,4.06,-36.62,33.61,17.07,-13.08
2020-10-22 14:28:20.982000+00:00,218.21,4.83,-38.44,34.07,18.98,-11.44
2020-10-22 14:28:21.104000+00:00,219.77,5.03,-36.42,32.92,15.32,-13.78
2020-10-22 14:28:21.283000+00:00,219.35,4.27,-29.97,28.99,8.97,-17.69
2020-10-22 14:28:21.594000+00:00,213.55,9.89,-36.57,24.63,14.83,-7.76
2020-10-22 14:28:21.702000+00:00,216.13,10.27,-35.07,25.31,9.0,-10.53
2020-10-22 14:28:21.841000+00:00,216.45,9.4,-29.13,21.91,2.94,-13.99
2020-10-22 14:28:21.944000+00:00,215.84,7.0,-25.87,20.62,3.01,-15.86
2020-10-22 14:28:22.064000+00:00,215.0,10.52,-29.37,19.0,5.31,-10.74
2020-10-22 14:28:22.572000+00:00,212.91,10.68,-34.11,17.67,14.73,-5.9
2020-10-22 14:28:22.595000+00:00,209.87,10.78,-38.16,16.19,18.49,-4.68
2020-10-22 14:28:22.612000+00:00,212.85,8.95,-35.07,17.25,13.61,-8.65
2020-10-22 14:28:22.643000+00:00,8.19,-27.75,15.4,5.35,-12.32,0.0
2020-10-22 14:28:22.664000+00:00,214.63,6.38,-28.92,15.61,5.5,-13.93
2020-10-22 14:28:22.666000+00:00,216.79,6.3,-31.65,18.38,4.75,-13.01
2020-10-22 14:28:22.782000+00:00,220.21,6.53,-35.06,21.93,6.53,-11.61
2020-10-22 14:28:22.848000+00:00,219.86,7.82,-35.54,19.88,7.56,-11.88
2020-10-22 14:28:22.902000+00:00,225.41,-4.7,-32.99,21.39,22.81,-18.09
2020-10-22 14:28:23.024000+00:00,227.31,-14.23,-35.43,24.72,37.14,-15.37
2020-10-22 14:28:23.143000+00:00,226.37,-8.65,-31.69,28.29,34.14,-8.29
2020-10-22 14:28:23.262000+00:00,233.24,-2.04,-25.81,36.13,22.27,-9.02
2020-10-22 14:28:23.327000+00:00,232.45,-12.06,-25.45,30.41,18.77,-25.7
2020-10-22 14:28:23.444000+00:00,214.97,-21.87,-28.66,7.64,28.53,-31.88
2020-10-22 14:28:23.633000+00:00,231.5,-1.75,-29.34,34.92,16.81,-13.64
2020-10-22 14:28:23.744000+00:00,247.14,-3.17,-29.63,51.43,12.98,-20.37
2020-10-22 14:28:23.932000+00:00,235.12,-10.86,-30.06,32.56,17.46,-30.04
2020-10-22 14:28:23.943000+00:00,216.53,-9.73,-23.49,13.36,12.8,-28.15
2020-10-22 14:28:24.105000+00:00,214.0,2.34,-24.22,13.79,8.68,-15.74
2020-10-22 14:28:24.283000+00:00,214.13,4.69,-32.41,13.54,14.25,-12.35
2020-10-22 14:28:24.284000+00:00,214.42,3.23,-33.68,11.66,14.71,-14.38
2020-10-22 14:28:24.403000+00:00,214.74,0.93,-31.53,10.72,12.64,-17.02
2020-10-22 14:28:24.524000+00:00,215.5,-0.03,-28.12,12.92,11.13,-17.0
2020-10-22 14:28:24.524000+00:00,214.12,0.28,-31.06,9.87,12.18,-17.81
2020-10-22 14:28:24.647000+00:00,213.57,4.05,-31.82,12.77,16.6,-9.7
2020-10-22 14:28:24.762000+00:00,212.8,4.34,-38.75,12.44,22.41,-9.09
2020-10-22 14:28:24.944000+00:00,218.74,0.33,-31.08,13.62,14.09,-17.19
2020-10-22 14:28:24.944000+00:00,217.95,2.01,-36.2,15.11,19.27,-13.91
2020-10-22 14:28:25.069000+00:00,217.37,2.19,-31.58,12.3,11.91,-16.71
2020-10-22 14:28:25.182000+00:00,215.02,0.7,-29.16,10.51,8.35,-18.88
2020-10-22 14:28:25.251000+00:00,214.74,3.92,-30.35,11.53,7.72,-15.35
2020-10-22 14:28:25.363000+00:00,217.71,1.56,-35.31,15.71,14.58,-14.78
2020-10-22 14:28:25.482000+00:00,221.1,0.27,-39.2,21.71,20.93,-12.87
2020-10-22 14:28:25.545000+00:00,219.9,3.3,-39.5,19.9,21.53,-10.04
2020-10-22 14:28:25.662000+00:00,222.13,1.86,-33.48,19.24,16.67,-14.08
2020-10-22 14:28:25.962000+00:00,224.52,1.1,-32.58,20.28,13.25,-17.03
2020-10-22 14:28:25.963000+00:00,225.5,0.69,-35.18,21.06,14.59,-17.72
2020-10-22 14:28:25.966000+00:00,229.22,-3.51,-33.04,25.15,14.43,-21.81
2020-10-22 14:28:26.143000+00:00,246.67,-9.95,-41.02,44.08,23.19,-25.2
2020-10-22 14:28:26.203000+00:00,255.15,-9.2,-47.84,52.75,28.67,-21.45
2020-10-22 14:28:26.388000+00:00,278.66,1.15,-44.91,73.6,16.94,-14.03
2020-10-22 14:28:26.622000+00:00,291.08,3.13,-44.12,83.41,15.17,-15.02
2020-10-22 14:28:26.743000+00:00,292.67,-2.26,-37.74,78.03,18.99,-19.37
2020-10-22 14:28:26.744000+00:00,295.84,-8.71,-35.53,72.13,29.25,-21.7
2020-10-22 14:28:26.863000+00:00,295.37,-14.57,-35.03,66.62,35.18,-23.65
2020-10-22 14:28:26.863000+00:00,295.48,-22.3,-30.81,61.48,35.18,-31.04
2020-10-22 14:28:26.982000+00:00,296.2,-29.43,-27.0,58.34,34.37,-37.68
2020-10-22 14:28:27.232000+00:00,290.39,-34.35,-12.51,56.97,18.9,-45.48
2020-10-22 14:28:27.404000+00:00,282.96,-39.52,-16.39,48.52,16.69,-54.03
2020-10-22 14:28:27.463000+00:00,286.4,-37.57,-23.24,51.51,21.22,-50.38
2020-10-22 14:28:27.584000+00:00,287.61,-36.55,-28.31,51.87,24.15,-47.97
2020-10-22 14:28:27.826000+00:00,307.34,-62.97,-49.81,45.02,30.64,-79.23
2020-10-22 14:28:27.944000+00:00,312.31,-71.96,-56.61,44.04,28.25,-90.54
2020-10-22 14:28:28.123000+00:00,22.69,-85.5,-149.81,19.22,22.83,-113.77
2020-10-22 14:28:28.183000+00:00,136.55,-81.75,84.03,13.7,13.65,-117.24
2020-10-22 14:28:28.366000+00:00,117.75,-75.88,96.07,8.54,7.74,-124.51
2020-10-22 14:28:28.572000+00:00,282.63,-85.7,-62.78,19.77,21.25,-115.21
2020-10-22 14:28:28.576000+00:00,293.8,-52.03,-62.98,55.73,39.73,-80.52
2020-10-22 14:28:28.723000+00:00,307.07,-41.93,-69.63,76.38,42.45,-63.33
2020-10-22 14:28:28.723000+00:00,305.43,-46.29,-65.05,59.44,40.5,-70.85
2020-10-22 14:28:28.783000+00:00,294.95,-45.21,-56.7,51.32,39.85,-66.96
2020-10-22 14:28:29.083000+00:00,278.52,-44.41,-45.27,46.72,35.83,-61.76
2020-10-22 14:28:29.084000+00:00,271.9,-45.2,-41.12,47.08,33.5,-61.47
2020-10-22 14:28:29.084000+00:00,273.6,-43.14,-44.11,49.26,34.72,-59.23
2020-10-22 14:28:29.382000+00:00,254.84,-38.72,-13.69,53.3,17.68,-44.12
2020-10-22 14:28:29.383000+00:00,257.76,-27.12,-8.43,60.81,8.34,-36.38
2020-10-22 14:28:29.504000+00:00,245.33,-33.6,-8.38,48.99,11.16,-44.5
2020-10-22 14:28:29.628000+00:00,243.86,-37.88,-20.7,44.86,21.04,-45.31
2020-10-22 14:28:29.744000+00:00,253.51,-34.23,-32.99,53.52,28.35,-40.73
2020-10-22 14:28:29.803000+00:00,259.69,-21.63,-40.44,65.32,33.82,-26.12
2020-10-22 14:28:29.924000+00:00,260.37,-14.91,-45.4,69.55,38.26,-20.1
2020-10-22 14:28:30.042000+00:00,254.74,-5.38,-47.73,72.71,37.98,-7.17
2020-10-22 14:28:30.114000+00:00,245.85,-0.23,-50.21,70.51,41.3,1.45
2020-10-22 14:28:30.227000+00:00,238.14,-1.58,-49.93,62.84,41.75,-1.96
2020-10-22 14:28:30.343000+00:00,235.46,-2.03,-48.19,59.57,41.72,-5.62
2020-10-22 14:28:30.525000+00:00,237.02,-21.34,-42.05,47.6,36.46,-32.41
2020-10-22 14:28:30.525000+00:00,238.91,-11.35,-46.38,54.79,42.88,-19.05
2020-10-22 14:28:30.767000+00:00,225.36,-19.57,-31.31,44.32,24.45,-30.79
2020-10-22 14:28:30.767000+00:00,212.94,-16.06,-29.66,40.56,24.68,-25.27
2020-10-22 14:28:30.823000+00:00,203.86,-7.89,-36.7,39.06,30.31,-13.39
2020-10-22 14:28:30.955000+00:00,199.36,-4.5,-41.99,39.49,35.66,-6.65
2020-10-22 14:28:31.135000+00:00,193.55,0.97,-45.18,39.69,38.88,1.13
2020-10-22 14:28:31.137000+00:00,191.77,-1.41,-45.96,35.84,40.76,-4.37
2020-10-22 14:28:31.308000+00:00,192.97,-1.21,-48.71,37.53,41.88,-5.92
2020-10-22 14:28:31.367000+00:00,198.92,-4.39,-49.06,40.23,44.15,-12.32
2020-10-22 14:28:31.483000+00:00,206.08,-16.33,-45.68,35.65,44.97,-30.24
2020-10-22 14:28:31.544000+00:00,212.51,-34.08,-44.85,32.19,37.1,-49.64
2020-10-22 14:28:31.665000+00:00,212.1,-39.69,-36.6,47.74,24.53,-50.58
2020-10-22 14:28:31.723000+00:00,208.33,-35.3,-27.52,55.32,19.17,-51.52
2020-10-22 14:28:31.844000+00:00,213.04,-41.86,-38.05,56.83,21.5,-57.53
2020-10-22 14:28:31.965000+00:00,220.0,-39.56,-41.54,61.86,23.57,-56.98
2020-10-22 14:28:32.092000+00:00,218.44,-40.67,-34.63,62.19,22.8,-57.45
2020-10-22 14:28:32.142000+00:00,218.24,-45.51,-30.26,59.81,24.63,-62.38
2020-10-22 14:28:32.263000+00:00,213.16,-45.7,-23.84,57.6,29.32,-58.06
2020-10-22 14:28:32.444000+00:00,210.17,-33.26,-27.77,62.7,37.98,-38.91
2020-10-22 14:28:32.563000+00:00,210.94,-27.68,-36.61,68.61,43.74,-29.37
2020-10-22 14:28:32.802000+00:00,209.02,-20.75,-41.35,74.62,44.69,-18.47
2020-10-22 14:28:32.803000+00:00,207.92,-16.02,-40.81,76.81,40.79,-17.91
2020-10-22 14:28:32.983000+00:00,208.67,-19.8,-40.42,75.56,43.66,-24.33
2020-10-22 14:28:32.983000+00:00,217.32,-31.93,-42.81,68.42,51.2,-42.83
2020-10-22 14:28:33.042000+00:00,216.03,-40.3,-35.98,70.09,36.01,-50.78
2020-10-22 14:28:33.166000+00:00,208.83,-37.04,-22.63,80.64,17.47,-50.14
2020-10-22 14:28:33.283000+00:00,211.23,-18.99,-26.71,92.43,12.55,-36.0
2020-10-22 14:28:33.522000+00:00,219.03,-13.91,-31.42,98.23,15.58,-33.76
2020-10-22 14:28:33.535000+00:00,222.75,-19.3,-28.01,94.06,23.48,-37.11
2020-10-22 14:28:33.652000+00:00,219.29,-10.78,-29.96,89.81,34.2,-21.81
