Date-Time,Yaw[0](deg),Pitch[0](deg),Roll[0](deg),Yaw[1](deg),Pitch[1](deg),Roll[1](deg)
2020-10-22 17:20:45.998000+00:00,172.69,-0.08,-36.61,331.35,22.28,-25.02
2020-10-22 17:20:46.116000+00:00,172.74,-0.07,-35.77,331.23,21.44,-25.44
2020-10-22 17:20:46.309000+00:00,172.99,-0.83,-34.64,331.81,21.11,-25.72
2020-10-22 17:20:46.657000+00:00,175.49,-1.33,-35.57,334.4,23.2,-25.87
2020-10-22 17:20:46.658000+00:00,179.85,-6.39,-39.3,337.59,31.36,-27.46
2020-10-22 17:20:46.660000+00:00,187.44,-13.68,-49.57,339.42,44.43,-31.22
2020-10-22 17:20:46.959000+00:00,181.41,-3.06,-47.1,341.63,38.49,-18.59
2020-10-22 17:20:47.037000+00:00,177.45,3.94,-37.79,336.84,22.06,-18.7
2020-10-22 17:20:47.038000+00:00,178.76,-0.12,-34.65,336.76,21.96,-21.5
2020-10-22 17:20:47.077000+00:00,179.07,-1.32,-35.58,336.48,22.45,-24.27
2020-10-22 17:20:47.136000+00:00,180.6,-1.13,-36.24,337.62,24.71,-24.95
2020-10-22 17:20:47.429000+00:00,188.52,-3.31,-45.87,345.52,39.68,-19.68
2020-10-22 17:20:47.429000+00:00,184.25,-3.95,-39.33,341.33,31.75,-23.56
2020-10-22 17:20:47.497000+00:00,189.73,-5.36,-50.88,344.55,47.76,-18.27
2020-10-22 17:20:47.558000+00:00,187.31,-5.21,-48.79,341.53,45.6,-17.61
2020-10-22 17:20:47.687000+00:00,189.44,-7.24,-45.79,340.34,41.31,-22.89
2020-10-22 17:20:47.738000+00:00,193.55,-6.72,-43.57,344.96,40.11,-22.22
2020-10-22 17:20:47.861000+00:00,211.27,-12.72,-54.16,354.59,50.21,-29.98
2020-10-22 17:20:47.981000+00:00,224.35,-13.15,-60.91,0.79,53.39,-32.76
2020-10-22 17:20:48.040000+00:00,235.63,-10.97,-55.41,10.56,47.53,-32.25
2020-10-22 17:20:48.338000+00:00,246.61,-12.13,-51.97,16.76,41.28,-34.55
2020-10-22 17:20:48.348000+00:00,248.34,-16.88,-48.29,10.28,40.35,-39.83
2020-10-22 17:20:48.459000+00:00,243.0,-20.92,-45.16,357.82,41.7,-43.23
2020-10-22 17:20:48.460000+00:00,239.55,-31.31,-47.18,344.16,45.72,-52.07
2020-10-22 17:20:48.578000+00:00,236.08,-42.86,-48.49,328.66,47.83,-64.23
2020-10-22 17:20:48.699000+00:00,234.91,-45.51,-53.09,318.26,48.75,-72.44
2020-10-22 17:20:48.812000+00:00,228.69,-46.23,-54.52,301.87,55.04,-79.16
2020-10-22 17:20:48.848000+00:00,221.47,-44.42,-58.21,276.89,67.27,-89.47
2020-10-22 17:20:48.939000+00:00,217.97,-31.73,-58.87,292.79,70.67,-66.38
2020-10-22 17:20:49.146000+00:00,228.72,-39.72,-59.81,295.76,59.71,-76.59
2020-10-22 17:20:49.147000+00:00,229.73,-44.77,-58.55,309.48,47.87,-73.86
2020-10-22 17:20:49.237000+00:00,215.49,-34.8,-41.1,326.56,32.51,-55.34
2020-10-22 17:20:49.597000+00:00,210.97,-29.37,-48.77,323.23,32.91,-56.55
2020-10-22 17:20:49.661000+00:00,202.29,-33.9,-57.81,306.86,40.46,-63.45
2020-10-22 17:20:49.752000+00:00,184.0,-34.54,-53.78,293.35,40.68,-64.61
2020-10-22 17:20:49.866000+00:00,160.42,-33.78,-42.82,279.92,33.63,-63.3
2020-10-22 17:20:50.136000+00:00,136.8,-21.22,-28.77,276.14,21.01,-53.42
2020-10-22 17:20:50.166000+00:00,139.52,-22.21,-25.75,282.02,18.43,-52.5
2020-10-22 17:20:50.367000+00:00,145.42,-15.02,-29.69,292.15,19.28,-45.36
2020-10-22 17:20:50.389000+00:00,158.26,-13.18,-36.58,309.2,24.92,-39.8
2020-10-22 17:20:50.557000+00:00,173.51,-19.41,-41.84,323.79,30.49,-41.17
2020-10-22 17:20:50.677000+00:00,180.07,-28.72,-38.98,327.23,29.94,-48.64
2020-10-22 17:20:50.946000+00:00,187.92,-28.29,-39.72,330.52,28.28,-57.71
2020-10-22 17:20:51.068000+00:00,193.81,-45.94,-37.07,333.94,28.35,-67.62
2020-10-22 17:20:51.068000+00:00,191.38,-37.31,-37.82,332.97,28.75,-62.4
2020-10-22 17:20:51.778000+00:00,190.44,-43.98,-36.73,334.62,29.69,-72.18
2020-10-22 17:20:51.787000+00:00,191.29,-44.59,-36.68,337.23,30.51,-70.76
2020-10-22 17:20:51.912000+00:00,191.56,-49.41,-36.21,336.5,29.43,-73.13
2020-10-22 17:20:51.939000+00:00,187.96,-47.98,-34.31,335.06,28.89,-73.23
2020-10-22 17:20:52.390000+00:00,184.81,-45.61,-33.71,333.81,28.59,-72.52
2020-10-22 17:20:52.507000+00:00,184.92,-44.9,-34.41,334.25,28.32,-72.35
2020-10-22 17:20:56.469000+00:00,191.45,-36.77,-41.6,313.89,32.92,-64.61
2020-10-22 17:20:56.483000+00:00,193.39,-42.27,-39.96,315.51,32.66,-67.13
2020-10-22 17:20:56.483000+00:00,183.79,-47.76,-27.72,317.96,22.0,-69.57
2020-10-22 17:20:56.588000+00:00,169.69,-45.49,-14.06,320.82,11.49,-68.34
2020-10-22 17:20:56.809000+00:00,171.26,-38.02,-21.45,324.04,14.39,-61.23
2020-10-22 17:20:56.839000+00:00,172.89,-37.62,-26.94,328.72,14.94,-62.55
2020-10-22 17:20:56.917000+00:00,166.93,-37.5,-21.68,334.95,13.78,-61.61
2020-10-22 17:20:57.127000+00:00,165.84,-39.61,-25.44,345.96,15.95,-63.24
2020-10-22 17:20:57.312000+00:00,163.73,-35.64,-27.34,352.31,17.43,-62.72
2020-10-22 17:20:57.368000+00:00,163.51,-29.89,-32.32,359.36,21.06,-58.43
2020-10-22 17:20:57.879000+00:00,170.73,-22.07,-37.63,8.04,29.85,-42.62
2020-10-22 17:20:57.988000+00:00,157.46,-21.85,-22.1,357.02,15.4,-41.61
2020-10-22 17:20:57.988000+00:00,166.99,-27.18,-30.71,3.12,23.83,-45.57
2020-10-22 17:20:57.989000+00:00,156.67,-20.45,-26.03,358.34,16.57,-39.44
2020-10-22 17:20:58.244000+00:00,159.18,-17.49,-30.51,6.45,20.36,-34.33
2020-10-22 17:20:58.361000+00:00,175.14,-34.11,-38.8,6.52,33.88,-46.95
2020-10-22 17:20:58.417000+00:00,167.58,-36.34,-31.99,350.54,29.84,-53.76
2020-10-22 17:20:58.417000+00:00,170.81,-40.11,-34.05,356.55,33.15,-53.68
2020-10-22 17:20:58.536000+00:00,153.35,-26.93,-23.37,343.21,19.17,-51.87
2020-10-22 17:20:58.679000+00:00,148.37,-34.31,-26.17,349.54,17.69,-55.71
2020-10-22 17:20:59.078000+00:00,140.73,-32.58,-27.47,358.87,20.14,-55.46
2020-10-22 17:20:59.078000+00:00,140.57,-24.06,-32.87,5.91,25.49,-49.91
2020-10-22 17:20:59.079000+00:00,143.6,-17.97,-35.65,10.77,32.02,-38.69
2020-10-22 17:20:59.259000+00:00,147.27,-20.2,-34.77,12.84,31.76,-36.65
2020-10-22 17:20:59.467000+00:00,140.27,-23.75,-24.12,5.59,21.25,-39.9
2020-10-22 17:20:59.467000+00:00,134.89,-15.56,-20.59,2.92,13.98,-34.17
2020-10-22 17:20:59.468000+00:00,136.09,-12.2,-25.83,9.03,16.23,-30.81
2020-10-22 17:20:59.599000+00:00,141.43,-16.62,-30.32,16.05,22.3,-28.99
2020-10-22 17:20:59.857000+00:00,136.22,-31.7,-24.43,357.72,23.07,-48.86
2020-10-22 17:20:59.978000+00:00,136.93,-20.07,-33.54,6.09,31.13,-37.28
2020-10-22 17:20:59.978000+00:00,133.46,-26.87,-27.39,356.84,25.37,-44.71
2020-10-22 17:21:00.397000+00:00,144.27,-22.97,-37.54,11.34,34.61,-35.49
2020-10-22 17:21:00.397000+00:00,139.66,-27.52,-29.97,4.52,28.92,-39.5
2020-10-22 17:21:00.601000+00:00,132.41,-17.13,-26.8,3.0,21.13,-33.7
2020-10-22 17:21:00.966000+00:00,143.84,-24.39,-34.32,11.76,28.99,-35.26
2020-10-22 17:21:01.058000+00:00,129.37,-27.01,-27.09,351.13,24.38,-47.11
2020-10-22 17:21:01.320000+00:00,133.34,-17.58,-34.45,5.42,31.92,-34.21
2020-10-22 17:21:01.332000+00:00,127.37,-24.04,-24.05,355.31,23.64,-39.94
2020-10-22 17:21:01.332000+00:00,123.66,-19.07,-25.15,354.84,21.11,-36.91
2020-10-22 17:21:01.808000+00:00,136.58,-23.6,-37.97,7.34,31.36,-37.78
2020-10-22 17:21:01.817000+00:00,125.51,-35.63,-25.03,346.13,24.72,-55.78
2020-10-22 17:21:01.817000+00:00,135.98,-31.69,-35.28,0.78,31.18,-46.8
2020-10-22 17:21:01.818000+00:00,119.51,-30.4,-25.71,342.27,23.68,-53.74
2020-10-22 17:21:01.959000+00:00,119.48,-23.4,-32.42,345.35,28.64,-47.72
2020-10-22 17:21:02.049000+00:00,123.01,-20.25,-34.32,354.01,32.58,-41.17
2020-10-22 17:21:02.201000+00:00,126.32,-24.48,-34.13,354.25,32.7,-42.89
2020-10-22 17:21:02.359000+00:00,116.77,-20.56,-23.3,347.47,20.75,-39.91
2020-10-22 17:21:02.876000+00:00,126.25,-27.96,-32.91,357.16,29.81,-44.09
2020-10-22 17:21:02.877000+00:00,122.99,-33.93,-28.74,349.73,28.91,-51.57
2020-10-22 17:21:03.114000+00:00,114.87,-32.17,-23.96,343.41,22.66,-53.53
2020-10-22 17:21:03.175000+00:00,113.53,-27.02,-28.02,346.77,22.83,-51.01
2020-10-22 17:21:03.201000+00:00,118.98,-17.2,-35.14,359.56,31.67,-36.44
2020-10-22 17:21:03.224000+00:00,118.12,-21.38,-31.1,356.1,29.17,-38.63
2020-10-22 17:21:03.279000+00:00,111.93,-15.25,-20.97,351.67,20.83,-33.34
2020-10-22 17:21:03.367000+00:00,112.05,-7.57,-26.51,355.3,24.61,-21.9
2020-10-22 17:21:03.488000+00:00,112.73,-5.04,-36.0,358.06,33.37,-16.28
2020-10-22 17:21:03.558000+00:00,115.13,-4.05,-33.51,357.71,28.98,-16.95
2020-10-22 17:21:03.848000+00:00,119.04,3.25,-31.46,354.64,30.13,-10.09
2020-10-22 17:21:03.997000+00:00,116.23,8.92,-33.27,348.27,29.47,-8.89
2020-10-22 17:21:04.027000+00:00,119.11,3.48,-32.95,341.57,30.8,-17.92
2020-10-22 17:21:04.148000+00:00,124.33,-8.41,-31.34,336.09,32.5,-32.45
2020-10-22 17:21:04.311000+00:00,129.72,-18.06,-29.17,331.39,31.21,-43.15
2020-10-22 17:21:04.451000+00:00,139.27,-29.95,-23.88,327.97,23.92,-57.38
2020-10-22 17:21:04.837000+00:00,143.71,-31.04,-19.54,330.84,21.44,-59.54
2020-10-22 17:21:04.837000+00:00,151.5,-29.22,-23.19,334.01,22.42,-60.01
2020-10-22 17:21:04.956000+00:00,167.04,-20.96,-39.26,340.74,37.22,-48.71
