Date-Time,Yaw[0](deg),Pitch[0](deg),Roll[0](deg),Yaw[1](deg),Pitch[1](deg),Roll[1](deg)
2020-10-22 12:20:28.308000+00:00,210.57,-46.69,-50.02,351.07,23.17,-51.58
2020-10-22 12:20:28.438000+00:00,195.65,-30.98,-32.25,345.71,21.51,-32.45
2020-10-22 12:20:28.519000+00:00,179.54,-29.74,-21.79,334.26,9.77,-31.39
2020-10-22 12:20:28.638000+00:00,166.75,-33.1,-19.44,326.55,4.36,-36.69
2020-10-22 12:20:28.760000+00:00,165.07,-24.93,-28.99,323.06,11.18,-30.32
2020-10-22 12:20:28.819000+00:00,166.51,-16.43,-37.19,323.36,19.87,-22.66
2020-10-22 12:20:28.938000+00:00,164.22,-6.34,-44.16,324.42,29.88,-12.17
2020-10-22 12:20:29.089000+00:00,161.33,1.05,-50.27,326.32,37.55,-4.25
2020-10-22 12:20:29.153000+00:00,162.61,-1.95,-51.93,326.91,43.91,-4.63
2020-10-22 12:20:29.238000+00:00,169.84,-9.42,-54.65,327.6,50.88,-11.67
2020-10-22 12:20:29.390000+00:00,175.31,-14.98,-55.15,327.23,49.75,-17.26
2020-10-22 12:20:29.478000+00:00,182.43,-21.75,-57.18,326.48,48.15,-26.27
2020-10-22 12:20:29.569000+00:00,188.54,-21.91,-58.25,329.44,48.44,-28.69
2020-10-22 12:20:29.658000+00:00,188.83,-21.28,-56.4,324.75,52.39,-32.57
2020-10-22 12:20:29.750000+00:00,184.79,-21.54,-51.78,315.0,54.97,-38.27
2020-10-22 12:20:29.899000+00:00,179.8,-24.76,-46.67,310.38,47.28,-38.56
2020-10-22 12:20:29.959000+00:00,175.98,-31.31,-40.48,316.16,18.62,-40.18
2020-10-22 12:20:30.050000+00:00,168.29,-33.07,-36.41,314.51,10.71,-39.64
2020-10-22 12:20:30.138000+00:00,160.75,-32.54,-41.67,305.88,14.51,-38.87
2020-10-22 12:20:30.230000+00:00,154.21,-29.69,-40.29,307.02,7.02,-35.62
2020-10-22 12:20:30.349000+00:00,151.46,-35.0,-34.13,311.72,2.51,-40.73
2020-10-22 12:20:30.438000+00:00,159.22,-45.13,-43.76,309.22,7.82,-53.9
2020-10-22 12:20:30.558000+00:00,165.1,-51.91,-47.2,306.46,12.49,-64.26
2020-10-22 12:20:30.648000+00:00,164.1,-49.75,-46.44,295.21,22.5,-62.03
2020-10-22 12:20:30.768000+00:00,184.44,-43.92,-56.69,309.18,33.13,-56.1
2020-10-22 12:20:30.858000+00:00,200.31,-46.04,-56.28,326.42,32.2,-55.59
2020-10-22 12:20:31.039000+00:00,195.39,-46.98,-42.38,331.22,28.19,-47.16
2020-10-22 12:20:31.158000+00:00,196.54,-38.19,-49.77,335.28,29.32,-37.9
2020-10-22 12:20:31.248000+00:00,199.95,-36.66,-56.72,333.12,37.89,-36.76
2020-10-22 12:20:31.369000+00:00,206.4,-45.11,-59.64,318.75,44.1,-54.59
2020-10-22 12:20:31.461000+00:00,208.89,-52.95,-58.42,318.82,35.11,-61.84
2020-10-22 12:20:31.863000+00:00,207.73,-53.31,-45.24,340.34,18.24,-57.58
2020-10-22 12:20:31.870000+00:00,211.46,-44.57,-42.92,350.08,12.05,-50.65
2020-10-22 12:20:31.939000+00:00,209.29,-44.06,-41.86,347.47,14.56,-48.41
2020-10-22 12:20:31.969000+00:00,205.15,-47.44,-43.94,342.09,17.37,-50.43
2020-10-22 12:20:31.979000+00:00,199.34,-39.64,-39.17,342.19,11.96,-43.96
2020-10-22 12:20:32.059000+00:00,197.18,-28.72,-44.24,340.04,19.09,-31.32
2020-10-22 12:20:32.182000+00:00,193.21,-15.24,-48.21,339.44,25.37,-16.71
2020-10-22 12:20:32.271000+00:00,188.48,-8.65,-51.49,337.02,29.69,-8.26
2020-10-22 12:20:32.511000+00:00,186.62,-6.22,-52.17,335.58,29.47,-4.78
2020-10-22 12:20:32.569000+00:00,196.77,-7.4,-59.19,339.73,34.75,-9.93
2020-10-22 12:20:32.569000+00:00,189.22,-4.58,-58.87,336.58,32.82,-4.12
2020-10-22 12:20:32.659000+00:00,202.74,-9.66,-55.42,342.45,42.04,-12.81
2020-10-22 12:20:32.808000+00:00,210.14,-20.53,-51.95,337.92,42.24,-27.39
2020-10-22 12:20:32.898000+00:00,203.79,-28.6,-42.58,336.0,20.42,-35.73
2020-10-22 12:20:33.019000+00:00,194.26,-34.42,-35.22,332.12,10.09,-40.07
2020-10-22 12:20:33.109000+00:00,198.95,-31.08,-41.71,338.83,9.15,-36.08
2020-10-22 12:20:33.198000+00:00,207.3,-24.18,-48.96,348.33,7.95,-31.19
2020-10-22 12:20:33.289000+00:00,210.6,-15.08,-51.62,350.32,9.64,-23.22
2020-10-22 12:20:33.499000+00:00,213.79,-15.13,-52.74,352.21,11.21,-22.54
2020-10-22 12:20:33.499000+00:00,216.65,-15.54,-53.09,355.66,10.87,-21.53
2020-10-22 12:20:33.691000+00:00,220.25,-7.32,-50.95,358.9,6.43,-14.39
2020-10-22 12:20:33.692000+00:00,224.15,-6.1,-48.0,3.54,2.45,-11.75
2020-10-22 12:20:33.918000+00:00,227.47,-5.47,-48.43,7.41,-8.89,-13.91
