Date-Time,Yaw[0](deg),Pitch[0](deg),Roll[0](deg),Yaw[1](deg),Pitch[1](deg),Roll[1](deg)
2020-10-22 10:40:16.341000+00:00,20.71,11.2,20.22,1.81,-51.12,63.61
2020-10-22 10:40:16.460000+00:00,21.11,14.43,22.95,358.84,-51.14,66.81
2020-10-22 10:40:16.729000+00:00,21.65,20.24,24.32,353.5,-49.56,73.63
2020-10-22 10:40:16.763000+00:00,24.09,15.5,23.63,359.1,-50.27,69.42
2020-10-22 10:40:17.240000+00:00,22.85,20.33,20.11,355.75,-47.71,72.14
2020-10-22 10:40:17.300000+00:00,18.33,18.05,22.36,351.08,-49.1,70.93
2020-10-22 10:40:17.421000+00:00,15.29,15.05,21.54,349.6,-51.73,67.94
2020-10-22 10:40:17.660000+00:00,20.32,19.29,22.22,353.54,-48.67,68.32
2020-10-22 10:40:17.810000+00:00,25.13,17.15,23.1,356.19,-49.96,69.87
2020-10-22 10:40:17.810000+00:00,24.79,15.35,18.27,358.4,-48.95,67.79
2020-10-22 10:40:18.050000+00:00,21.22,18.22,16.27,355.15,-45.0,67.76
2020-10-22 10:40:18.050000+00:00,18.96,20.88,20.35,348.96,-45.59,71.32
2020-10-22 10:40:18.351000+00:00,18.86,16.57,23.96,348.61,-50.29,69.53
2020-10-22 10:40:18.379000+00:00,18.14,15.2,20.6,350.35,-51.57,66.48
2020-10-22 10:40:18.412000+00:00,17.28,13.2,21.33,353.37,-51.91,61.83
2020-10-22 10:40:18.561000+00:00,23.66,21.69,24.32,350.45,-48.95,72.15
2020-10-22 10:40:18.682000+00:00,31.15,17.89,22.93,357.25,-50.81,72.43
2020-10-22 10:40:18.809000+00:00,29.73,18.74,21.03,356.31,-48.31,72.06
2020-10-22 10:40:19.223000+00:00,25.08,19.85,19.82,353.32,-49.84,67.31
2020-10-22 10:40:19.645000+00:00,32.11,19.95,20.12,353.42,-50.21,70.82
2020-10-22 10:40:19.700000+00:00,30.28,17.67,17.8,354.27,-49.52,66.03
2020-10-22 10:40:19.880000+00:00,29.59,19.86,22.37,348.72,-50.61,69.02
2020-10-22 10:40:20.096000+00:00,16.63,18.36,-303.68,605.61,65.58,0.0
2020-10-22 10:40:20.099000+00:00,30.95,14.32,17.18,354.8,-49.89,59.6
2020-10-22 10:40:20.222000+00:00,32.05,16.05,20.37,352.56,-50.17,61.28
2020-10-22 10:40:20.631000+00:00,34.32,23.2,22.69,347.68,-48.32,68.76
2020-10-22 10:40:20.990000+00:00,38.44,19.95,22.33,352.99,-49.73,66.8
2020-10-22 11:46:14.262000+00:00,222.34,-34.03,-52.53,350.85,15.08,-39.02
2020-10-22 11:46:14.348000+00:00,227.18,-33.01,-57.88,352.87,16.34,-40.63
2020-10-22 11:46:14.405000+00:00,222.71,-24.31,-50.26,353.99,5.79,-33.7
2020-10-22 11:46:14.594000+00:00,218.92,-21.63,-43.11,353.51,-2.34,-31.92
2020-10-22 11:46:14.647000+00:00,213.68,-13.98,-43.22,344.74,-1.21,-31.45
2020-10-22 11:46:14.842000+00:00,207.92,-8.76,-44.9,337.45,1.89,-26.64
2020-10-22 11:46:14.854000+00:00,205.85,-4.76,-43.29,337.89,0.94,-20.25
2020-10-22 11:46:14.977000+00:00,203.69,-5.58,-44.72,336.08,5.66,-16.26
2020-10-22 11:46:15.305000+00:00,202.67,-8.12,-44.04,337.16,3.5,-15.61
2020-10-22 11:46:15.370000+00:00,204.26,-4.15,-45.45,340.01,0.76,-13.97
2020-10-22 11:46:15.458000+00:00,205.28,-3.37,-41.45,342.42,-3.36,-13.03
2020-10-22 11:46:15.459000+00:00,209.98,-3.71,-45.03,346.08,5.21,-9.46
2020-10-22 11:46:15.459000+00:00,206.43,-3.59,-41.48,343.33,-2.09,-11.39
2020-10-22 11:46:15.696000+00:00,211.17,0.64,-47.27,347.35,9.46,-6.05
2020-10-22 11:46:15.696000+00:00,208.49,3.67,-47.19,344.88,4.84,-4.44
2020-10-22 11:46:15.960000+00:00,208.76,3.65,-44.12,344.39,-5.34,-5.94
2020-10-22 11:46:15.960000+00:00,209.3,-0.47,-42.89,345.52,-7.51,-8.73
2020-10-22 11:46:15.961000+00:00,210.47,0.47,-45.23,346.3,-1.53,-7.93
2020-10-22 11:46:16.251000+00:00,212.64,-3.44,-46.19,347.79,3.42,-9.54
2020-10-22 11:46:16.252000+00:00,215.73,-6.55,-45.27,350.32,5.31,-10.69
2020-10-22 11:46:16.392000+00:00,216.26,-4.01,-49.24,349.34,8.8,-9.59
2020-10-22 11:46:16.515000+00:00,220.46,-13.89,-50.16,352.81,9.2,-17.28
2020-10-22 11:46:16.518000+00:00,229.47,-17.54,-53.45,0.35,12.34,-22.54
2020-10-22 11:46:16.632000+00:00,237.25,-24.96,-62.0,359.92,20.09,-32.89
2020-10-22 11:46:16.806000+00:00,238.89,-28.96,-65.99,354.71,23.06,-40.58
