58:31.7,-100.5,-140.1,895.7,-11.3,-130.5,40.2,-3.3,-20.4,-28.7,19.06,-17.78,3.14,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:31.8,109.2,-546.6,1072.4,-8,16.5,12.9,-6.9,-20.9,-28.8,18.12,-19.38,-6.36,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:31.9,122,-502.8,995.2,1.5,29.7,-34.7,-5.6,-21,-27.5,21.34,-23.32,-7.22,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:32.0,-48.4,-325.7,1025,6.9,59.3,-7.5,-6,-21,-27.8,23.98,-20,-1.56,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:32.1,149.1,-275,694,3.6,-9.9,-1,-4.4,-21.2,-27.6,24.44,-17.12,0.8,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:32.2,-248.7,-191.4,878.6,-15.1,1.3,-7.3,-6.8,-20.6,-29,26.8,-18.6,-2.1,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:32.3,38.3,-276.8,872.7,-42.4,185.3,34.5,-2.9,-22.4,-26.7,25.56,-17.92,5.4,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:32.4,516.9,-514.3,731,-100.2,163.3,17.8,5.1,-27,-20.3,22.82,-25.48,18.22,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:32.5,-245.6,-668.7,686,35.4,-60.9,-32.5,9.2,-30.6,-15.3,20.48,-32.76,23.04,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:32.6,-120,-639.3,609,34.1,33.4,-54,3,-29.4,-18.8,28.02,-34.88,15.26,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:32.7,-439,-567.1,881.1,55.3,68.6,-97.3,-0.2,-26.9,-21.3,39.28,-33.34,12.7,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:32.8,-689.8,-308.2,643.5,52.7,286.7,13.8,5.6,-25.2,-22.8,46.62,-29.94,26.72,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:32.9,-1128.5,-215.9,399.7,100.1,286.7,34.1,27.5,-21.6,-12.5,47.36,-21.96,59.8,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:33.0,-1331.4,-133.7,-191.9,67.4,283,51.5,40.8,-16.4,6.2,52.78,-12.86,90.7,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:33.1,-955.3,-178.4,-750.7,29.5,198.5,38.4,41.7,-12.9,22.8,58.1,-9.02,115.48,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:33.2,-700.5,-97.4,-844.8,9.2,104.9,41.9,40.5,-12.2,32.2,61.62,-7.64,129.78,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:33.3,-768.5,-114.9,-816.7,-14.9,41.1,28.9,38.7,-9.8,38.9,63.8,-4.7,137.96,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:33.4,-1030.3,-145.4,-759.1,-12.8,-204.3,9.1,41.6,-6.9,35.9,63.96,-3.04,129.08,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
58:33.5,-797.9,-107.7,-405.6,1.4,-284.3,-28.3,47.1,-6.2,13.1,62.62,-4.96,104.06,0,0,0,0,0,0,44,-31.5,-10.2,144.2,-14.9,121.62
